Time,BaseMode,BaseLocked,WorldAz,WorldEl,CalAz,CalEl,PhysAz,PhysEl,ServoAz,ServoEl,Az(us),El(us),DroneLat,DroneLon,DroneAlt,BaseLat,BaseLon,BaseAlt,BaseLatSDm,BaseLonSDm,BaseFix,BaseSats,UsedFlip
2025-09-08T17:04:56,static,1,130.23,43.55,229.77,43.55,351.0,81.0,175.5,40.5,1921.3,1136.2,13.02673,77.563332,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.23,43.55,229.77,43.55,342.0,72.0,171.0,36.0,1892.8,1110.0,13.02673,77.563332,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.23,43.55,229.77,43.55,333.0,63.0,166.5,31.5,1864.3,1083.8,13.02673,77.563332,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.23,43.55,229.77,43.55,324.0,54.0,162.0,27.0,1836.0,1057.5,13.02673,77.563332,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.19,43.52,229.81,43.52,315.0,45.0,157.5,22.5,1807.8,1031.2,13.02673,77.5633321,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.19,43.52,229.81,43.52,306.0,43.52,153.0,21.76,1779.8,1026.9,13.02673,77.5633321,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.19,43.52,229.81,43.52,297.0,43.52,148.5,21.76,1751.8,1026.9,13.02673,77.5633321,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.19,43.52,229.81,43.52,288.0,43.52,144.0,21.76,1724.0,1026.9,13.02673,77.5633321,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.19,43.52,229.81,43.52,279.0,43.52,139.5,21.76,1696.3,1026.9,13.02673,77.5633321,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:56,static,1,130.19,43.52,229.81,43.52,270.0,43.52,135.0,21.76,1668.8,1026.9,13.02673,77.5633321,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.2,43.48,229.8,43.48,261.0,43.48,130.5,21.74,1641.3,1026.8,13.0267299,77.5633322,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.2,43.48,229.8,43.48,252.0,43.48,126.0,21.74,1614.0,1026.8,13.0267299,77.5633322,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.2,43.48,229.8,43.48,243.0,43.48,121.5,21.74,1586.8,1026.8,13.0267299,77.5633322,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.2,43.48,229.8,43.48,234.0,43.48,117.0,21.74,1559.8,1026.8,13.0267299,77.5633322,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.2,43.48,229.8,43.48,229.8,43.48,114.9,21.74,1547.2,1026.8,13.0267299,77.5633322,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.25,43.45,229.75,43.45,229.75,43.45,114.875,21.725,1547.0,1026.7,13.0267298,77.5633322,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.25,43.45,229.75,43.45,229.75,43.45,114.875,21.725,1547.0,1026.7,13.0267298,77.5633322,960.45,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.21,43.46,229.79,43.46,229.79,43.46,114.895,21.73,1547.1,1026.8,13.0267298,77.5633323,960.46,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.21,43.46,229.79,43.46,229.79,43.46,114.895,21.73,1547.1,1026.8,13.0267298,77.5633323,960.46,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.21,43.46,229.79,43.46,229.79,43.46,114.895,21.73,1547.1,1026.8,13.0267298,77.5633323,960.46,13.0267817,77.5632693,952.0,0.0,0.0,,,0
2025-09-08T17:04:57,static,1,130.21,43.46,229.79,43.46,229.79,43.46,114.895,21.73,1547.1,1026.8,13.0267298,77.5633323,960.46,13.0267817,77.5632693,952.0,0.0,0.0,,,0
