Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-28T11:13:59,drone,13.0268230,77.5633273,944.49,,,,
2025-08-28T11:13:59,drone,13.0268236,77.5633263,943.32,0.61,0.91,4,23
2025-08-28T11:13:59,drone,13.0268230,77.5633272,944.50,,,,
2025-08-28T11:13:59,drone,13.0268237,77.5633261,943.31,0.61,0.91,4,23
2025-08-28T11:13:59,drone,13.0268231,77.5633269,944.51,,,,
2025-08-28T11:13:59,drone,13.0268237,77.5633258,943.31,0.61,0.91,4,23
2025-08-28T11:13:59,drone,13.0268231,77.5633265,944.51,,,,
2025-08-28T11:13:59,drone,13.0268237,77.5633255,943.35,0.61,0.91,4,23
2025-08-28T11:13:59,drone,13.0268231,77.5633265,944.53,,,,
2025-08-28T11:13:59,drone,13.0268236,77.5633255,943.37,0.61,0.91,4,23
2025-08-28T11:13:59,drone,13.0268271,77.5633309,943.83,,,,
2025-08-28T11:13:59,drone,13.0268267,77.5633315,942.44,0.56,0.82,4,27
2025-08-28T11:13:59,drone,13.0268271,77.5633309,943.82,,,,
2025-08-28T11:13:59,drone,13.0268268,77.5633315,942.42,0.56,0.82,4,27
2025-08-28T11:13:59,drone,13.0268272,77.5633309,943.82,,,,
2025-08-28T11:13:59,drone,13.0268269,77.5633315,942.39,0.56,0.82,4,27
2025-08-28T11:13:59,drone,13.0268272,77.5633309,943.81,,,,
2025-08-28T11:13:59,drone,13.0268270,77.5633316,942.38,0.56,0.82,4,27
2025-08-28T11:13:59,drone,13.0268272,77.5633309,943.81,,,,
2025-08-28T11:13:59,drone,13.0268270,77.5633317,942.34,0.56,0.82,4,27
2025-08-28T11:13:59,drone,13.0268273,77.5633309,943.80,,,,
2025-08-28T11:13:59,drone,13.0268269,77.5633317,942.32,0.56,0.82,4,27
2025-08-28T11:14:00,drone,13.0268273,77.5633310,943.79,,,,
2025-08-28T11:14:00,drone,13.0268269,77.5633317,942.31,0.56,0.82,4,27
2025-08-28T11:14:00,base,13.0266888,77.5633936,942.37,,,,
2025-08-28T11:14:00,base,13.0266889,77.5633993,942.89,0.59,0.86,4,19
2025-08-28T11:14:00,drone,13.0268273,77.5633310,943.79,,,,
