Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-28T12:00:04,drone,13.0268354,77.5633197,941.49,,,,
2025-08-28T12:00:04,drone,13.0268310,77.5633246,941.74,0.71,1.21,4,19
2025-08-28T12:00:04,drone,13.0268355,77.5633201,941.47,,,,
2025-08-28T12:00:04,drone,13.0268315,77.5633256,941.51,0.71,1.21,4,19
2025-08-28T12:00:04,drone,13.0268358,77.5633206,941.46,,,,
2025-08-28T12:00:04,drone,13.0268316,77.5633255,941.42,0.71,1.21,4,19
2025-08-28T12:00:04,drone,13.0268361,77.5633207,941.44,,,,
2025-08-28T12:00:04,drone,13.0268310,77.5633255,941.34,0.71,1.21,4,19
2025-08-28T12:00:04,drone,13.0268360,77.5633210,941.42,,,,
2025-08-28T12:00:04,drone,13.0268305,77.5633263,941.37,0.71,1.21,4,19
2025-08-28T12:00:04,drone,13.0268358,77.5633217,941.40,,,,
2025-08-28T12:00:04,drone,13.0268294,77.5633272,941.15,0.71,1.21,4,19
2025-08-28T12:00:04,drone,13.0268351,77.5633224,941.38,,,,
2025-08-28T12:00:04,drone,13.0268272,77.5633280,941.03,0.71,1.21,4,19
2025-08-28T12:00:04,drone,13.0268342,77.5633232,941.35,,,,
2025-08-28T12:00:04,drone,13.0268255,77.5633284,941.13,0.69,1.17,4,20
2025-08-28T12:00:04,drone,13.0268332,77.5633237,941.33,,,,
2025-08-28T12:00:04,drone,13.0268257,77.5633293,940.69,0.65,1.08,4,21
2025-08-28T12:00:04,drone,13.0268325,77.5633244,941.31,,,,
2025-08-28T12:00:04,drone,13.0268237,77.5633173,941.27,0.81,1.22,4,17
2025-08-28T12:00:04,drone,13.0268306,77.5633159,941.99,,,,
2025-08-28T12:00:04,drone,13.0268250,77.5633158,941.20,0.81,1.22,4,17
2025-08-28T12:00:04,drone,13.0268307,77.5633148,942.01,,,,
2025-08-28T12:00:04,drone,13.0268256,77.5633154,941.26,0.81,1.22,4,17
2025-08-28T12:00:04,drone,13.0268310,77.5633141,942.02,,,,
2025-08-28T12:00:04,drone,13.0268269,77.5633151,941.58,0.81,1.22,4,17
2025-08-28T12:00:04,drone,13.0268320,77.5633134,942.03,,,,
2025-08-28T12:00:04,drone,13.0268280,77.5633145,941.88,0.81,1.22,4,17
2025-08-28T12:00:04,drone,13.0268328,77.5633127,942.05,,,,
2025-08-28T12:00:04,drone,13.0268292,77.5633145,941.88,0.78,1.17,4,18
2025-08-28T12:00:04,drone,13.0268335,77.5633124,942.06,,,,
2025-08-28T12:00:04,drone,13.0268300,77.5633140,941.70,0.80,1.19,4,17
2025-08-28T12:00:04,drone,13.0268339,77.5633120,942.08,,,,
2025-08-28T12:00:04,drone,13.0268306,77.5633128,941.63,0.80,1.19,4,17
2025-08-28T12:00:04,base,13.0266662,77.5633919,949.70,,,,
2025-08-28T12:00:04,base,13.0266675,77.5633903,947.37,0.51,0.82,3,23
2025-08-28T12:00:04,drone,13.0268343,77.5633112,942.09,,,,
2025-08-28T12:00:04,drone,13.0268318,77.5633121,941.53,0.80,1.19,4,17
2025-08-28T12:00:04,drone,13.0268347,77.5633107,942.10,,,,
2025-08-28T12:00:04,drone,13.0268319,77.5633117,941.36,0.80,1.19,4,17
2025-08-28T12:00:04,base,13.0266665,77.5633919,949.72,,,,
2025-08-28T12:00:04,base,13.0266676,77.5633903,947.37,0.51,0.82,3,23
2025-08-28T12:00:05,drone,13.0268346,77.5633102,942.11,,,,
2025-08-28T12:00:05,drone,13.0268313,77.5633114,941.19,0.80,1.19,4,17
2025-08-28T12:00:05,base,13.0266666,77.5633919,949.73,,,,
2025-08-28T12:00:05,base,13.0266676,77.5633902,947.38,0.51,0.82,3,23
2025-08-28T12:00:05,drone,13.0268345,77.5633097,942.11,,,,
2025-08-28T12:00:05,drone,13.0268314,77.5633113,941.37,0.80,1.19,4,17
2025-08-28T12:00:05,drone,13.0268345,77.5633093,942.11,,,,
2025-08-28T12:00:05,drone,13.0268336,77.5633106,941.54,0.90,1.21,4,16
2025-08-28T12:00:05,drone,13.0268355,77.5633087,942.13,,,,
2025-08-28T12:00:05,drone,13.0268356,77.5633097,941.59,0.90,1.21,4,16
2025-08-28T12:00:05,base,13.0266667,77.5633916,949.74,,,,
2025-08-28T12:00:05,base,13.0266677,77.5633897,947.39,0.51,0.82,3,23
2025-08-28T12:00:05,drone,13.0268365,77.5633081,942.14,,,,
2025-08-28T12:00:05,drone,13.0268369,77.5633091,941.48,0.90,1.21,4,16
2025-08-28T12:00:05,base,13.0266668,77.5633913,949.73,,,,
2025-08-28T12:00:05,base,13.0266677,77.5633895,947.39,0.51,0.82,3,23
2025-08-28T12:00:06,drone,13.0268376,77.5633076,942.15,,,,
2025-08-28T12:00:06,drone,13.0268386,77.5633089,941.60,0.90,1.21,4,16
