Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-28T11:10:20,drone,13.0268242,77.5633285,943.71,,,,
2025-08-28T11:10:20,drone,13.0268233,77.5633268,939.92,0.55,0.84,4,27
2025-08-28T11:10:20,drone,13.0268241,77.5633284,943.71,,,,
2025-08-28T11:10:20,drone,13.0268235,77.5633269,939.86,0.55,0.84,4,27
2025-08-28T11:10:20,drone,13.0268242,77.5633284,943.71,,,,
2025-08-28T11:10:20,drone,13.0268235,77.5633269,939.86,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268242,77.5633284,943.70,,,,
2025-08-28T11:10:20,drone,13.0268235,77.5633269,939.85,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268242,77.5633283,943.69,,,,
2025-08-28T11:10:20,drone,13.0268236,77.5633269,939.80,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268242,77.5633283,943.69,,,,
2025-08-28T11:10:20,drone,13.0268236,77.5633269,939.79,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268242,77.5633282,943.68,,,,
2025-08-28T11:10:20,drone,13.0268235,77.5633267,939.79,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268242,77.5633281,943.68,,,,
2025-08-28T11:10:20,drone,13.0268234,77.5633265,939.78,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268241,77.5633279,943.69,,,,
2025-08-28T11:10:20,drone,13.0268233,77.5633264,939.75,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268241,77.5633278,943.69,,,,
2025-08-28T11:10:20,drone,13.0268233,77.5633264,939.71,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268240,77.5633277,943.69,,,,
2025-08-28T11:10:20,drone,13.0268233,77.5633263,939.70,0.54,0.82,4,28
2025-08-28T11:10:20,drone,13.0268240,77.5633275,943.69,,,,
2025-08-28T11:10:20,drone,13.0268232,77.5633261,939.71,0.55,0.82,4,27
2025-08-28T11:10:20,drone,13.0268239,77.5633274,943.69,,,,
2025-08-28T11:10:20,drone,13.0268231,77.5633259,939.70,0.55,0.82,4,27
2025-08-28T11:10:20,drone,13.0268238,77.5633272,943.70,,,,
2025-08-28T11:10:20,drone,13.0268231,77.5633258,939.69,0.55,0.82,4,27
2025-08-28T11:10:20,drone,13.0268238,77.5633270,943.70,,,,
