Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-29T12:41:38,BASE,13.0267396,77.5632771,943.67,0.78,1.05,4,18
2025-08-29T12:41:38,DRONE,13.0267895,77.5633497,958.23,,,,
2025-08-29T12:41:38,BASE,13.0267368,77.5632702,945.05,,,,
2025-08-29T12:41:38,DRONE,13.0267895,77.5633497,958.23,,,,
2025-08-29T12:41:38,BASE,13.0267368,77.5632702,945.06,,,,
2025-08-29T12:41:38,BASE,13.0267368,77.5632703,945.06,,,,
2025-08-29T12:41:38,BASE,13.0267368,77.5632706,945.06,,,,
2025-08-29T12:41:38,BASE,13.0267393,77.5632777,943.68,0.78,1.05,4,18
2025-08-29T12:41:38,BASE,13.0267367,77.5632707,945.06,,,,
2025-08-29T12:41:38,BASE,13.0267367,77.5632708,945.06,,,,
2025-08-29T12:41:38,BASE,13.0267367,77.5632709,945.07,,,,
2025-08-29T12:41:38,BASE,13.0267367,77.5632710,945.07,,,,
2025-08-29T12:41:38,BASE,13.0267387,77.5632779,943.53,0.78,1.05,4,18
2025-08-29T12:41:38,BASE,13.0267367,77.5632711,945.07,,,,
2025-08-29T12:41:38,BASE,13.0267366,77.5632712,945.07,,,,
2025-08-29T12:41:38,BASE,13.0267366,77.5632713,945.07,,,,
2025-08-29T12:41:38,BASE,13.0267365,77.5632714,945.08,,,,
2025-08-29T12:41:38,BASE,13.0267385,77.5632780,943.56,0.78,1.05,4,18
2025-08-29T12:41:38,BASE,13.0267365,77.5632715,945.08,,,,
2025-08-29T12:41:38,BASE,13.0267364,77.5632716,945.08,,,,
2025-08-29T12:41:38,BASE,13.0267364,77.5632717,945.08,,,,
2025-08-29T12:41:38,BASE,13.0267287,77.5632992,945.04,,,,
2025-08-29T12:41:38,BASE,13.0267341,77.5632978,938.80,0.69,0.98,4,19
2025-08-29T12:41:38,BASE,13.0267289,77.5632992,945.06,,,,
2025-08-29T12:41:38,DRONE,13.0267894,77.5633489,943.63,0.53,0.85,4,21
2025-08-29T12:41:38,BASE,13.0267291,77.5632991,945.08,,,,
2025-08-29T12:41:38,DRONE,13.0267895,77.5633497,958.23,,,,
2025-08-29T12:41:38,DRONE,13.0267895,77.5633497,958.23,,,,
2025-08-29T12:41:38,DRONE,13.0267895,77.5633497,958.24,,,,
2025-08-29T12:41:38,BASE,13.0267291,77.5632991,945.10,,,,
2025-08-29T12:41:38,BASE,13.0267344,77.5632977,938.72,0.69,0.98,4,19
2025-08-29T12:41:38,BASE,13.0267292,77.5632991,945.11,,,,
2025-08-29T12:41:38,DRONE,13.0267894,77.5633497,958.24,,,,
