Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-28T10:58:52,drone,13.0268078,77.5633288,942.05,,,,
2025-08-28T10:58:52,drone,13.0268083,77.5633293,947.40,0.58,0.92,3,24
2025-08-28T10:58:52,drone,13.0268079,77.5633289,942.04,,,,
2025-08-28T10:58:52,drone,13.0268085,77.5633294,947.38,0.58,0.92,3,24
2025-08-28T10:58:52,drone,13.0268081,77.5633290,942.04,,,,
2025-08-28T10:58:52,drone,13.0268085,77.5633293,947.38,0.58,0.92,3,24
2025-08-28T10:58:52,base,13.0268113,77.5633265,941.60,,,,
2025-08-28T10:58:52,base,13.0268053,77.5633299,936.55,0.69,0.92,4,16
2025-08-28T10:58:52,drone,13.0268081,77.5633290,942.05,,,,
2025-08-28T10:58:52,drone,13.0268084,77.5633292,947.37,0.58,0.92,3,24
2025-08-28T10:58:52,base,13.0268115,77.5633264,941.61,,,,
2025-08-28T10:58:52,base,13.0268055,77.5633296,936.70,0.69,0.92,4,16
2025-08-28T10:58:52,drone,13.0268081,77.5633289,942.04,,,,
2025-08-28T10:58:52,drone,13.0268084,77.5633291,947.37,0.58,0.92,3,24
2025-08-28T10:58:52,base,13.0268116,77.5633261,941.62,,,,
2025-08-28T10:58:52,base,13.0268059,77.5633291,936.74,0.69,0.92,4,16
2025-08-28T10:58:52,drone,13.0268081,77.5633289,942.04,,,,
2025-08-28T10:58:52,drone,13.0268085,77.5633293,947.36,0.58,0.92,3,24
2025-08-28T10:58:53,base,13.0268118,77.5633259,941.63,,,,
2025-08-28T10:58:53,base,13.0268059,77.5633295,936.83,0.69,0.92,4,16
2025-08-28T10:58:53,drone,13.0268082,77.5633290,942.04,,,,
2025-08-28T10:58:53,drone,13.0268086,77.5633294,947.34,0.58,0.92,3,24
2025-08-28T10:58:53,base,13.0268118,77.5633259,941.63,,,,
2025-08-28T10:58:53,base,13.0268052,77.5633293,936.59,0.69,0.92,4,16
2025-08-28T10:58:53,drone,13.0268083,77.5633291,942.03,,,,
2025-08-28T10:58:53,drone,13.0268088,77.5633296,947.32,0.58,0.92,3,24
2025-08-28T10:58:53,base,13.0268117,77.5633257,941.64,,,,
2025-08-28T10:58:53,base,13.0268047,77.5633301,936.68,0.69,0.92,4,16
2025-08-28T10:58:53,drone,13.0268084,77.5633292,942.03,,,,
2025-08-28T10:58:53,drone,13.0268090,77.5633298,947.29,0.58,0.92,3,24
2025-08-28T10:58:53,base,13.0268113,77.5633262,941.63,,,,
2025-08-28T10:58:53,base,13.0268035,77.5633317,936.55,0.69,0.92,4,16
2025-08-28T10:58:53,drone,13.0268086,77.5633294,942.03,,,,
2025-08-28T10:58:53,drone,13.0268092,77.5633300,947.28,0.58,0.92,3,24
2025-08-28T10:58:53,base,13.0268104,77.5633272,941.62,,,,
2025-08-28T10:58:53,base,13.0268024,77.5633332,936.35,0.69,0.92,4,16
2025-08-28T10:58:53,drone,13.0268088,77.5633295,942.02,,,,
2025-08-28T10:58:53,drone,13.0268092,77.5633300,947.32,0.58,0.92,3,24
2025-08-28T10:58:54,base,13.0268097,77.5633282,941.62,,,,
2025-08-28T10:58:54,base,13.0268027,77.5633344,936.17,0.69,0.92,4,16
2025-08-28T10:58:54,drone,13.0268088,77.5633295,942.03,,,,
2025-08-28T10:58:54,drone,13.0268090,77.5633298,947.35,0.58,0.92,3,24
2025-08-28T10:58:54,base,13.0268096,77.5633291,941.61,,,,
2025-08-28T10:58:54,base,13.0268036,77.5633346,936.05,0.69,0.92,4,16
2025-08-28T10:58:54,drone,13.0268088,77.5633294,942.03,,,,
2025-08-28T10:58:54,drone,13.0268090,77.5633298,947.34,0.58,0.92,3,24
2025-08-28T10:58:54,base,13.0268099,77.5633295,941.60,,,,
2025-08-28T10:58:54,base,13.0268047,77.5633333,936.25,0.69,0.92,4,16
2025-08-28T10:58:54,drone,13.0268088,77.5633294,942.03,,,,
2025-08-28T10:58:54,drone,13.0268089,77.5633299,947.36,0.58,0.92,3,24
2025-08-28T10:58:54,base,13.0268103,77.5633292,941.61,,,,
2025-08-28T10:58:54,base,13.0268052,77.5633326,936.61,0.69,0.92,4,16
2025-08-28T10:58:54,drone,13.0268087,77.5633294,942.04,,,,
2025-08-28T10:58:54,drone,13.0268088,77.5633297,947.38,0.58,0.92,3,24
2025-08-28T10:58:54,base,13.0268106,77.5633290,941.62,,,,
2025-08-28T10:58:54,base,13.0268053,77.5633323,936.88,0.69,0.92,4,16
2025-08-28T10:58:54,drone,13.0268086,77.5633293,942.04,,,,
2025-08-28T10:58:54,drone,13.0268086,77.5633295,947.39,0.58,0.92,3,24
2025-08-28T10:58:55,base,13.0268108,77.5633287,941.64,,,,
2025-08-28T10:58:55,base,13.0268052,77.5633323,937.13,0.69,0.92,4,16
2025-08-28T10:58:55,drone,13.0268086,77.5633292,942.04,,,,
2025-08-28T10:58:55,drone,13.0268085,77.5633295,947.43,0.58,0.92,3,24
2025-08-28T10:58:55,base,13.0268107,77.5633286,941.64,,,,
2025-08-28T10:58:55,base,13.0268048,77.5633327,936.97,0.69,0.92,4,16
2025-08-28T10:58:55,drone,13.0268083,77.5633292,942.04,,,,
2025-08-28T10:58:55,drone,13.0268084,77.5633296,947.47,0.58,0.92,3,24
2025-08-28T10:58:55,base,13.0268107,77.5633287,941.65,,,,
2025-08-28T10:58:55,base,13.0268044,77.5633334,936.97,0.69,0.92,4,16
2025-08-28T10:58:55,drone,13.0268083,77.5633292,942.05,,,,
2025-08-28T10:58:55,drone,13.0268085,77.5633297,947.48,0.58,0.92,3,24
2025-08-28T10:58:55,base,13.0268106,77.5633290,941.65,,,,
2025-08-28T10:58:55,base,13.0268042,77.5633340,936.85,0.69,0.92,4,16
2025-08-28T10:58:55,drone,13.0268083,77.5633292,942.05,,,,
2025-08-28T10:58:55,drone,13.0268086,77.5633298,947.44,0.58,0.92,3,24
2025-08-28T10:58:55,base,13.0268105,77.5633295,941.65,,,,
2025-08-28T10:58:55,base,13.0268042,77.5633348,936.97,0.69,0.92,4,16
2025-08-28T10:58:55,drone,13.0268083,77.5633292,942.06,,,,
2025-08-28T10:58:55,drone,13.0268087,77.5633299,947.47,0.58,0.92,3,24
2025-08-28T10:58:56,base,13.0268105,77.5633299,941.64,,,,
2025-08-28T10:58:56,base,13.0268047,77.5633347,937.11,0.69,0.92,4,16
2025-08-28T10:58:56,drone,13.0268083,77.5633293,942.07,,,,
2025-08-28T10:58:56,drone,13.0268087,77.5633299,947.47,0.58,0.92,3,24
2025-08-28T10:58:56,base,13.0268106,77.5633299,941.67,,,,
2025-08-28T10:58:56,base,13.0268053,77.5633346,937.28,0.69,0.92,4,16
2025-08-28T10:58:56,drone,13.0268083,77.5633293,942.08,,,,
2025-08-28T10:58:56,drone,13.0268087,77.5633299,947.50,0.58,0.92,3,24
2025-08-28T10:58:56,base,13.0268109,77.5633301,941.69,,,,
2025-08-28T10:58:56,base,13.0268053,77.5633365,937.60,0.69,0.92,4,16
2025-08-28T10:58:56,drone,13.0268083,77.5633293,942.08,,,,
2025-08-28T10:58:56,drone,13.0268087,77.5633300,947.48,0.58,0.92,3,24
2025-08-28T10:58:56,base,13.0268108,77.5633310,941.72,,,,
2025-08-28T10:58:56,base,13.0268048,77.5633379,937.68,0.69,0.92,4,16
2025-08-28T10:58:56,drone,13.0268083,77.5633293,942.09,,,,
2025-08-28T10:58:56,drone,13.0268089,77.5633301,947.45,0.58,0.92,3,24
2025-08-28T10:58:56,base,13.0268106,77.5633318,941.75,,,,
2025-08-28T10:58:56,base,13.0268045,77.5633390,937.87,0.69,0.92,4,16
2025-08-28T10:58:56,drone,13.0268084,77.5633293,942.10,,,,
