Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-29T12:53:59,DRONE,13.0267897,77.5633460,961.21,,,,
2025-08-29T12:53:59,DRONE,13.0267897,77.5633461,961.22,,,,
2025-08-29T12:53:59,DRONE,13.0267891,77.5633478,944.01,0.54,0.85,4,20
2025-08-29T12:53:59,BASE,13.0267546,77.5632771,941.42,0.61,0.90,4,23
2025-08-29T12:53:59,BASE,13.0267538,77.5632776,949.05,,,,
2025-08-29T12:53:59,DRONE,13.0267897,77.5633462,961.22,,,,
2025-08-29T12:53:59,DRONE,13.0267897,77.5633462,961.23,,,,
2025-08-29T12:53:59,DRONE,13.0267897,77.5633463,961.23,,,,
2025-08-29T12:53:59,DRONE,13.0267897,77.5633464,961.23,,,,
2025-08-29T12:53:59,DRONE,13.0267891,77.5633480,944.02,0.54,0.85,4,20
2025-08-29T12:53:59,DRONE,13.0267897,77.5633464,961.23,,,,
2025-08-29T12:53:59,DRONE,13.0267897,77.5633465,961.24,,,,
2025-08-29T12:53:59,DRONE,13.0267896,77.5633465,961.24,,,,
2025-08-29T12:53:59,DRONE,13.0267896,77.5633466,961.25,,,,
2025-08-29T12:53:59,DRONE,13.0267890,77.5633481,944.04,0.54,0.85,4,20
2025-08-29T12:53:59,DRONE,13.0267896,77.5633466,961.25,,,,
2025-08-29T12:53:59,DRONE,13.0267896,77.5633467,961.26,,,,
2025-08-29T12:53:59,DRONE,13.0267896,77.5633467,961.26,,,,
2025-08-29T12:53:59,DRONE,13.0267896,77.5633467,961.27,,,,
2025-08-29T12:53:59,DRONE,13.0267889,77.5633483,944.06,0.54,0.85,4,20
2025-08-29T12:53:59,DRONE,13.0267896,77.5633468,961.27,,,,
2025-08-29T12:53:59,DRONE,13.0267895,77.5633468,961.27,,,,
2025-08-29T12:53:59,DRONE,13.0267895,77.5633468,961.28,,,,
2025-08-29T12:53:59,DRONE,13.0267895,77.5633468,961.28,,,,
2025-08-29T12:53:59,DRONE,13.0267888,77.5633485,944.08,0.54,0.85,4,20
2025-08-29T12:53:59,DRONE,13.0267895,77.5633468,961.28,,,,
2025-08-29T12:53:59,DRONE,13.0267894,77.5633469,961.28,,,,
2025-08-29T12:53:59,DRONE,13.0267894,77.5633469,961.29,,,,
2025-08-29T12:53:59,BASE,13.0267538,77.5632776,949.05,,,,
2025-08-29T12:53:59,BASE,13.0267538,77.5632776,949.04,,,,
2025-08-29T12:53:59,DRONE,13.0267894,77.5633469,961.29,,,,
2025-08-29T12:53:59,DRONE,13.0267888,77.5633486,944.09,0.54,0.85,4,20
2025-08-29T12:53:59,DRONE,13.0267894,77.5633469,961.29,,,,
2025-08-29T12:53:59,DRONE,13.0267894,77.5633469,961.29,,,,
2025-08-29T12:53:59,BASE,13.0267538,77.5632776,949.04,,,,
2025-08-29T12:53:59,BASE,13.0267546,77.5632772,941.44,0.61,0.90,4,23
2025-08-29T12:53:59,BASE,13.0267538,77.5632776,949.04,,,,
2025-08-29T12:53:59,DRONE,13.0267894,77.5633470,961.30,,,,
2025-08-29T12:53:59,DRONE,13.0267893,77.5633470,961.30,,,,
2025-08-29T12:53:59,BASE,13.0267539,77.5632776,949.03,,,,
2025-08-29T12:53:59,BASE,13.0267539,77.5632776,949.03,,,,
2025-08-29T12:53:59,BASE,13.0267539,77.5632775,949.03,,,,
2025-08-29T12:53:59,DRONE,13.0267888,77.5633487,944.14,0.54,0.85,4,20
2025-08-29T12:53:59,DRONE,13.0267893,77.5633470,961.30,,,,
2025-08-29T12:53:59,DRONE,13.0267893,77.5633471,961.30,,,,
2025-08-29T12:53:59,BASE,13.0267546,77.5632770,941.41,0.61,0.90,4,23
2025-08-29T12:53:59,BASE,13.0267539,77.5632775,949.03,,,,
2025-08-29T12:53:59,BASE,13.0267539,77.5632774,949.02,,,,
2025-08-29T12:53:59,DRONE,13.0267893,77.5633471,961.30,,,,
2025-08-29T12:53:59,DRONE,13.0267893,77.5633471,961.31,,,,
