Time,BaseMode,BaseLocked,WorldAz,WorldEl,CalAz,CalEl,PhysAz,PhysEl,ServoAz,ServoEl,Az(us),El(us),DroneLat,DroneLon,DroneAlt,BaseLat,BaseLon,BaseAlt,BaseLatSDm,BaseLonSDm,BaseFix,BaseSats
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.44,183.13,55.44,183.13,55.44,91.565,27.72,1510.4,1084.8,13.0267868,77.5633553,953.66,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.87,55.42,183.13,55.42,183.13,55.42,91.565,27.71,1510.4,1084.7,13.0267868,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:20,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.4,183.17,55.4,183.17,55.4,91.585,27.7,1510.6,1084.7,13.0267869,77.5633553,953.65,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.38,183.17,55.38,183.17,55.38,91.585,27.69,1510.6,1084.6,13.0267869,77.5633553,953.64,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:21,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.83,55.36,183.17,55.36,183.17,55.36,91.585,27.68,1510.6,1084.5,13.0267869,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
2025-08-29T12:04:22,static,1,41.78,55.34,183.22,55.34,183.22,55.34,91.61,27.67,1510.7,1084.5,13.026787,77.5633553,953.63,13.0267206,77.5632944,939.34,0.0,0.0,,
