Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:18,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:18,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:18,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:18,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:18,base,13.0266649,77.5629919,924.94,0.73,1.22,3,14
2025-08-28T11:32:18,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:18,base,13.0266663,77.5629919,924.79,,,,
2025-08-28T11:32:18,base,13.0266663,77.5629919,924.79,0.73,1.22,3,14
2025-08-28T11:32:18,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:18,base,13.0266665,77.5629919,924.59,,,,
2025-08-28T11:32:18,base,13.0266665,77.5629919,924.59,0.73,1.22,3,14
2025-08-28T11:32:18,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:18,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:19,base,13.0266669,77.5629922,924.50,,,,
2025-08-28T11:32:19,base,13.0266669,77.5629922,924.50,0.73,1.22,3,14
2025-08-28T11:32:19,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:19,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:19,base,13.0266675,77.5629924,924.34,,,,
2025-08-28T11:32:19,base,13.0266675,77.5629924,924.34,0.73,1.44,3,13
2025-08-28T11:32:19,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:19,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:19,base,13.0266684,77.5629925,924.19,,,,
2025-08-28T11:32:19,base,13.0266684,77.5629925,924.19,0.69,1.21,3,15
2025-08-28T11:32:19,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:19,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:19,base,13.0266693,77.5629926,924.01,,,,
2025-08-28T11:32:19,base,13.0266693,77.5629926,924.01,0.69,1.21,3,15
2025-08-28T11:32:19,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:19,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:19,base,13.0266695,77.5629925,923.76,,,,
2025-08-28T11:32:19,base,13.0266695,77.5629925,923.76,0.69,1.21,3,15
2025-08-28T11:32:19,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:19,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:20,base,13.0266697,77.5629926,923.67,,,,
2025-08-28T11:32:20,base,13.0266697,77.5629926,923.67,0.69,1.21,3,15
2025-08-28T11:32:20,drone,0.0000000,0.0000000,-0.26,,,,
2025-08-28T11:32:20,drone,13.0268340,77.5633372,940.01,10.00,10.00,1,0
2025-08-28T11:32:20,base,13.0266708,77.5629928,923.49,,,,
2025-08-28T11:32:20,base,13.0266708,77.5629928,923.49,0.69,1.21,3,15
