Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-28T10:50:15,drone,13.0268273,77.5633302,941.65,,,,
2025-08-28T10:50:15,drone,13.0268255,77.5633291,940.16,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268272,77.5633302,941.66,,,,
2025-08-28T10:50:15,drone,13.0268253,77.5633290,940.15,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268270,77.5633301,941.66,,,,
2025-08-28T10:50:15,drone,13.0268252,77.5633289,940.14,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268269,77.5633300,941.66,,,,
2025-08-28T10:50:15,drone,13.0268250,77.5633288,940.14,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268268,77.5633299,941.66,,,,
2025-08-28T10:50:15,drone,13.0268249,77.5633287,940.12,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268267,77.5633299,941.66,,,,
2025-08-28T10:50:15,drone,13.0268249,77.5633285,940.08,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268266,77.5633298,941.65,,,,
2025-08-28T10:50:15,drone,13.0268248,77.5633284,940.06,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268266,77.5633297,941.64,,,,
2025-08-28T10:50:15,drone,13.0268247,77.5633282,940.07,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268266,77.5633296,941.62,,,,
2025-08-28T10:50:15,drone,13.0268247,77.5633281,940.08,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268266,77.5633296,941.61,,,,
2025-08-28T10:50:15,drone,13.0268247,77.5633281,940.05,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268265,77.5633296,941.59,,,,
2025-08-28T10:50:15,drone,13.0268245,77.5633281,940.06,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268264,77.5633295,941.58,,,,
2025-08-28T10:50:15,drone,13.0268244,77.5633280,940.07,0.59,0.90,4,25
2025-08-28T10:50:15,drone,13.0268263,77.5633294,941.57,,,,
2025-08-28T10:50:15,drone,13.0268158,77.5633366,938.17,0.61,0.93,4,23
2025-08-28T10:50:15,drone,13.0268151,77.5633373,942.19,,,,
2025-08-28T10:50:15,drone,13.0268157,77.5633364,938.18,0.61,0.93,4,23
2025-08-28T10:50:15,drone,13.0268151,77.5633372,942.19,,,,
2025-08-28T10:50:15,drone,13.0268156,77.5633362,938.17,0.61,0.93,4,23
2025-08-28T10:50:15,drone,13.0268151,77.5633371,942.19,,,,
2025-08-28T10:50:15,drone,13.0268158,77.5633361,938.13,0.61,0.93,4,23
2025-08-28T10:50:15,drone,13.0268152,77.5633370,942.19,,,,
2025-08-28T10:50:15,drone,13.0268161,77.5633362,938.12,0.61,0.93,4,23
2025-08-28T10:50:15,drone,13.0268154,77.5633371,942.19,,,,
2025-08-28T10:50:15,drone,13.0268165,77.5633361,938.12,0.61,0.93,4,23
2025-08-28T10:50:15,base,13.0267693,77.5633435,940.29,,,,
2025-08-28T10:50:15,base,13.0267821,77.5633514,933.74,0.68,1.07,4,16
2025-08-28T10:50:15,drone,13.0268156,77.5633370,942.19,,,,
2025-08-28T10:50:15,drone,13.0268164,77.5633359,938.15,0.61,0.93,4,23
2025-08-28T10:50:15,base,13.0267681,77.5633444,940.25,,,,
2025-08-28T10:50:15,base,13.0267802,77.5633524,933.71,0.68,1.07,4,16
2025-08-28T10:50:15,drone,13.0268157,77.5633369,942.19,,,,
2025-08-28T10:50:15,drone,13.0268164,77.5633357,938.18,0.61,0.93,4,23
2025-08-28T10:50:15,base,13.0267670,77.5633454,940.26,,,,
2025-08-28T10:50:15,base,13.0267770,77.5633521,933.79,0.68,1.07,4,16
2025-08-28T10:50:15,drone,13.0268157,77.5633367,942.19,,,,
2025-08-28T10:50:15,drone,13.0268163,77.5633353,938.18,0.61,0.93,4,23
2025-08-28T10:50:16,base,13.0267657,77.5633463,940.27,,,,
2025-08-28T10:50:16,base,13.0267747,77.5633518,934.07,0.68,1.07,4,16
2025-08-28T10:50:16,drone,13.0268157,77.5633365,942.19,,,,
2025-08-28T10:50:16,drone,13.0268162,77.5633351,938.17,0.61,0.93,4,23
2025-08-28T10:50:16,base,13.0267645,77.5633472,940.23,,,,
2025-08-28T10:50:16,base,13.0267717,77.5633532,934.39,0.68,1.07,4,16
2025-08-28T10:50:16,drone,13.0268158,77.5633364,942.19,,,,
