Time,BaseMode,BaseLocked,WorldAz,WorldEl,CalAz,CalEl,PhysAz,PhysEl,ServoAz,ServoEl,Az(us),El(us),DroneLat,DroneLon,DroneAlt,BaseLat,BaseLon,BaseAlt,BaseLatSDm,BaseLonSDm,BaseFix,BaseSats,UsedFlip
2025-09-02T12:42:58,static(SIM),1,17.91,2.92,12.09,2.92,18.0,78.0,9.0,39.0,960.0,1160.0,13.0320206,77.5644435,957.23,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:58,static(SIM),1,17.99,2.95,12.01,2.95,12.01,66.0,6.005,33.0,940.0,1120.0,13.0320097,77.5644467,957.49,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:58,static(SIM),1,17.99,2.95,12.01,2.95,12.01,54.0,6.005,27.0,940.0,1080.0,13.0320097,77.5644467,957.49,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:59,static(SIM),1,17.99,2.95,12.01,2.95,12.01,42.0,6.005,21.0,940.0,1040.0,13.0320097,77.5644467,957.49,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:59,static(SIM),1,17.99,2.95,12.01,2.95,12.01,30.0,6.005,15.0,940.0,1000.0,13.0320097,77.5644467,957.49,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:59,static(SIM),1,17.99,2.95,12.01,2.95,12.01,18.0,6.005,9.0,940.0,960.0,13.0320097,77.5644467,957.49,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:59,static(SIM),1,18.07,2.98,11.93,2.98,11.93,6.0,5.965,3.0,939.8,920.0,13.0319994,77.5644502,957.73,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:59,static(SIM),1,18.07,2.98,11.93,2.98,11.93,2.98,5.965,1.49,939.8,909.9,13.0319994,77.5644502,957.73,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:59,static(SIM),1,18.07,2.98,11.93,2.98,11.93,2.98,5.965,1.49,939.8,909.9,13.0319994,77.5644502,957.73,13.0276175,77.562983,931.13,0.0,0.0,,,0
2025-09-02T12:42:59,static(SIM),1,18.07,2.98,11.93,2.98,11.93,2.98,5.965,1.49,939.8,909.9,13.0319994,77.5644502,957.73,13.0276175,77.562983,931.13,0.0,0.0,,,0
