Time,Stream,Lat,Lon,Alt,eph(m),epv(m),fix_type,sats
2025-08-28T11:42:36,drone,13.0267891,77.5633804,939.18,,,,
2025-08-28T11:42:36,drone,13.0267971,77.5633791,936.74,0.61,1.16,3,22
2025-08-28T11:42:36,drone,13.0267894,77.5633803,939.19,,,,
2025-08-28T11:42:36,drone,13.0267972,77.5633792,936.84,0.61,1.16,3,22
2025-08-28T11:42:36,drone,13.0267897,77.5633803,939.20,,,,
2025-08-28T11:42:36,drone,13.0267974,77.5633793,936.93,0.61,1.16,3,22
2025-08-28T11:42:36,drone,13.0267901,77.5633802,939.22,,,,
2025-08-28T11:42:36,drone,13.0267979,77.5633788,937.10,0.61,1.16,3,22
2025-08-28T11:42:36,drone,13.0267905,77.5633799,939.23,,,,
2025-08-28T11:42:36,drone,13.0267980,77.5633787,937.03,0.61,1.16,3,22
2025-08-28T11:42:36,drone,13.0267908,77.5633797,939.25,,,,
2025-08-28T11:42:36,drone,13.0267982,77.5633785,936.98,0.61,1.16,3,22
2025-08-28T11:42:36,drone,13.0267912,77.5633795,939.26,,,,
2025-08-28T11:42:36,drone,13.0267986,77.5633783,936.98,0.61,1.16,3,22
2025-08-28T11:42:36,drone,13.0267917,77.5633793,939.28,,,,
2025-08-28T11:42:36,drone,13.0268101,77.5633498,943.09,0.58,1.10,3,23
2025-08-28T11:42:36,drone,13.0268105,77.5633485,938.93,,,,
2025-08-28T11:42:36,drone,13.0268102,77.5633499,943.14,0.58,1.10,3,23
2025-08-28T11:42:36,drone,13.0268104,77.5633486,938.93,,,,
2025-08-28T11:42:36,drone,13.0268101,77.5633499,943.16,0.58,1.10,3,23
2025-08-28T11:42:36,drone,13.0268103,77.5633488,938.92,,,,
2025-08-28T11:42:36,drone,13.0268099,77.5633501,943.15,0.58,1.10,3,23
2025-08-28T11:42:36,drone,13.0268102,77.5633490,938.92,,,,
2025-08-28T11:42:36,drone,13.0268099,77.5633503,943.25,0.58,1.10,3,23
2025-08-28T11:42:36,base,13.0266820,77.5633819,947.75,0.53,0.83,3,22
2025-08-28T11:42:36,drone,13.0268103,77.5633491,938.92,,,,
2025-08-28T11:42:36,drone,13.0268101,77.5633504,943.29,0.58,1.10,3,23
2025-08-28T11:42:36,base,13.0266801,77.5633815,946.27,,,,
2025-08-28T11:42:36,base,13.0266810,77.5633810,947.73,0.53,0.83,3,22
2025-08-28T11:42:36,drone,13.0268104,77.5633492,938.91,,,,
2025-08-28T11:42:36,drone,13.0268103,77.5633506,943.11,0.58,1.10,3,23
2025-08-28T11:42:36,base,13.0266796,77.5633808,946.25,,,,
2025-08-28T11:42:36,base,13.0266798,77.5633804,947.78,0.53,0.83,3,22
2025-08-28T11:42:36,drone,13.0268106,77.5633493,938.90,,,,
2025-08-28T11:42:36,drone,13.0268105,77.5633506,943.13,0.58,1.10,3,23
2025-08-28T11:42:36,base,13.0266787,77.5633804,946.24,,,,
2025-08-28T11:42:36,base,13.0266790,77.5633800,947.77,0.53,0.83,3,22
2025-08-28T11:42:37,drone,13.0268105,77.5633495,938.89,,,,
2025-08-28T11:42:37,drone,13.0268103,77.5633509,943.07,0.58,1.10,3,23
2025-08-28T11:42:37,base,13.0266775,77.5633799,946.28,,,,
2025-08-28T11:42:37,base,13.0266780,77.5633795,947.73,0.53,0.83,3,22
2025-08-28T11:42:37,drone,13.0268106,77.5633498,938.89,,,,
2025-08-28T11:42:37,drone,13.0268104,77.5633512,943.13,0.58,1.10,3,23
2025-08-28T11:42:37,base,13.0266762,77.5633790,946.31,,,,
2025-08-28T11:42:37,base,13.0266768,77.5633789,947.75,0.53,0.83,3,22
2025-08-28T11:42:37,drone,13.0268108,77.5633500,938.88,,,,
2025-08-28T11:42:37,drone,13.0268106,77.5633515,943.12,0.58,1.10,3,23
2025-08-28T11:42:37,base,13.0266751,77.5633782,946.30,,,,
2025-08-28T11:42:37,base,13.0266757,77.5633784,947.81,0.53,0.83,3,22
2025-08-28T11:42:37,drone,13.0268109,77.5633499,938.87,,,,
2025-08-28T11:42:37,drone,13.0268108,77.5633512,943.12,0.58,1.10,3,23
2025-08-28T11:42:37,base,13.0266739,77.5633778,946.30,,,,
2025-08-28T11:42:37,base,13.0266748,77.5633778,947.81,0.53,0.83,3,22
2025-08-28T11:42:37,drone,13.0268111,77.5633498,938.87,,,,
2025-08-28T11:42:37,drone,13.0268109,77.5633508,943.09,0.58,1.10,3,23
2025-08-28T11:42:37,base,13.0266729,77.5633773,946.31,,,,
2025-08-28T11:42:37,base,13.0266739,77.5633772,947.71,0.53,0.83,3,22
2025-08-28T11:42:38,drone,13.0268112,77.5633497,938.87,,,,
2025-08-28T11:42:38,drone,13.0268110,77.5633507,943.07,0.58,1.10,3,23
2025-08-28T11:42:38,base,13.0266718,77.5633765,946.34,,,,
2025-08-28T11:42:38,base,13.0266727,77.5633766,947.74,0.53,0.83,3,22
2025-08-28T11:42:38,drone,13.0268114,77.5633496,938.87,,,,
2025-08-28T11:42:38,drone,13.0268112,77.5633507,943.01,0.58,1.10,3,23
2025-08-28T11:42:38,base,13.0266706,77.5633757,946.35,,,,
2025-08-28T11:42:38,base,13.0266717,77.5633761,947.75,0.53,0.83,3,22
2025-08-28T11:42:38,drone,13.0268116,77.5633497,938.86,,,,
2025-08-28T11:42:38,drone,13.0268114,77.5633508,942.95,0.58,1.10,3,23
2025-08-28T11:42:38,base,13.0266693,77.5633749,946.38,,,,
2025-08-28T11:42:38,base,13.0266708,77.5633754,947.73,0.53,0.83,3,22
2025-08-28T11:42:38,drone,13.0268117,77.5633497,938.86,,,,
2025-08-28T11:42:38,drone,13.0268114,77.5633509,942.96,0.58,1.10,3,23
2025-08-28T11:42:38,base,13.0266684,77.5633738,946.45,,,,
2025-08-28T11:42:38,base,13.0266699,77.5633745,947.74,0.53,0.83,3,22
2025-08-28T11:42:38,drone,13.0268117,77.5633497,938.86,,,,
2025-08-28T11:42:38,drone,13.0268114,77.5633509,942.96,0.58,1.10,3,23
2025-08-28T11:42:38,base,13.0266680,77.5633729,946.46,,,,
2025-08-28T11:42:38,base,13.0266692,77.5633738,947.75,0.53,0.83,3,22
2025-08-28T11:42:39,drone,13.0268116,77.5633496,938.87,,,,
2025-08-28T11:42:39,drone,13.0268113,77.5633506,943.18,0.58,1.10,3,23
