Time,WorldAz,WorldEl,PhysAz_tgt,PhysEl_tgt,PhysAz_cmd,PhysEl_cmd,ServoAz_deg,ServoEl_deg,PulseAz_us,PulseEl_us,DroneLat,DroneLon,DroneAlt,AgeD_ms,BaseLat,BaseLon,BaseAlt,AgeB_ms
2025-08-06 16:30:47,54.54,0.0,305.46,0.0,305.46,0.0,152.73,0.0,1918.2,900.0,13.0267632,77.5633657,943.18,55.0,13.0267124,77.5632925,948.28,6.0
2025-08-06 16:30:47,55.16,0.0,304.84,0.0,304.84,0.0,152.42,0.0,1916.1,900.0,13.0267632,77.5633674,943.02,15.0,13.0267124,77.5632925,948.28,56.0
2025-08-06 16:30:47,55.16,0.0,304.84,0.0,304.84,0.0,152.42,0.0,1916.1,900.0,13.0267632,77.5633674,943.02,65.0,13.0267124,77.5632925,948.28,106.0
2025-08-06 16:30:47,55.16,0.0,304.84,0.0,304.84,0.0,152.42,0.0,1916.1,900.0,13.0267632,77.5633674,943.02,115.0,13.0267124,77.5632925,948.28,156.0
2025-08-06 16:30:47,55.44,0.0,304.56,0.0,304.56,0.0,152.28,0.0,1915.2,900.0,13.0267629,77.5633678,943.04,38.0,13.0267133,77.5632939,948.38,29.0
2025-08-06 16:30:47,55.44,0.0,304.56,0.0,304.56,0.0,152.28,0.0,1915.2,900.0,13.0267629,77.5633678,943.04,88.0,13.0267133,77.5632939,948.38,79.0
2025-08-06 16:30:47,55.56,0.0,304.44,0.0,304.44,0.0,152.22,0.0,1914.8,900.0,13.0267623,77.5633673,943.12,16.0,13.0267142,77.5632953,948.48,40.0
2025-08-06 16:30:47,55.56,0.0,304.44,0.0,304.44,0.0,152.22,0.0,1914.8,900.0,13.0267623,77.5633673,943.12,66.0,13.0267142,77.5632953,948.48,5.0
2025-08-06 16:30:47,55.56,0.0,304.44,0.0,304.44,0.0,152.22,0.0,1914.8,900.0,13.0267623,77.5633673,943.12,116.0,13.0267142,77.5632953,948.48,56.0
2025-08-06 16:30:47,55.02,0.0,304.98,0.0,305.48,0.0,152.74,0.0,1918.3,900.0,13.0267626,77.5633663,942.99,32.0,13.0267142,77.5632953,948.48,106.0
2025-08-06 16:30:47,55.22,0.0,304.78,0.0,304.28,0.0,152.14,0.0,1914.3,900.0,13.0267626,77.5633663,942.99,82.0,13.0267153,77.5632964,948.68,24.0
2025-08-06 16:30:47,54.47,0.0,305.53,0.0,306.03,0.0,153.015,0.0,1920.1,900.0,13.0267633,77.5633654,942.83,15.0,13.0267153,77.5632964,948.68,74.0
2025-08-06 16:30:47,54.84,0.0,305.16,0.0,304.66,0.0,152.33,0.0,1915.5,900.0,13.0267633,77.5633654,942.83,65.0,13.0267165,77.5632972,948.87,28.0
2025-08-06 16:30:47,54.84,0.0,305.16,0.0,305.66,0.0,152.83,0.0,1918.9,900.0,13.0267633,77.5633654,942.83,115.0,13.0267165,77.5632972,948.87,79.0
2025-08-06 16:30:47,54.1,0.0,305.9,0.0,305.9,0.0,152.95,0.0,1919.7,900.0,13.0267641,77.5633647,942.77,41.0,13.0267165,77.5632972,948.87,129.0
2025-08-06 16:30:47,54.1,0.0,305.9,0.0,305.9,0.0,152.95,0.0,1919.7,900.0,13.0267641,77.5633647,942.77,91.0,13.0267165,77.5632972,948.87,45.0
2025-08-06 16:30:47,53.92,0.0,306.08,0.0,306.08,0.0,153.04,0.0,1920.3,900.0,13.0267642,77.5633644,942.68,12.0,13.0267165,77.5632972,948.87,95.0
2025-08-06 16:30:47,54.35,0.0,305.65,0.0,305.15,0.0,152.575,0.0,1917.2,900.0,13.0267642,77.5633644,942.68,63.0,13.0267178,77.563298,949.04,32.0
2025-08-06 16:30:47,54.35,0.0,305.65,0.0,306.15,0.0,153.075,0.0,1920.5,900.0,13.0267642,77.5633644,942.68,113.0,13.0267178,77.563298,949.04,82.0
2025-08-06 16:30:48,54.1,0.0,305.9,0.0,305.4,0.0,152.7,0.0,1918.0,900.0,13.0267642,77.5633638,942.54,43.0,13.0267178,77.563298,949.04,132.0
2025-08-06 16:30:48,54.1,0.0,305.9,0.0,306.4,0.0,153.2,0.0,1921.3,900.0,13.0267642,77.5633638,942.54,93.0,13.0267178,77.563298,949.04,43.0
2025-08-06 16:30:48,54.78,0.0,305.22,0.0,304.72,0.0,152.36,0.0,1915.7,900.0,13.0267638,77.5633636,942.35,14.0,13.0267193,77.5632989,949.26,9.0
2025-08-06 16:30:48,54.78,0.0,305.22,0.0,305.72,0.0,152.86,0.0,1919.1,900.0,13.0267638,77.5633636,942.35,64.0,13.0267193,77.5632989,949.26,59.0
2025-08-06 16:30:48,54.78,0.0,305.22,0.0,304.72,0.0,152.36,0.0,1915.7,900.0,13.0267638,77.5633636,942.35,114.0,13.0267193,77.5632989,949.26,109.0
2025-08-06 16:30:48,54.65,0.0,305.35,0.0,305.85,0.0,152.925,0.0,1919.5,900.0,13.0267639,77.5633623,942.43,42.0,13.0267207,77.5632998,949.47,19.0
2025-08-06 16:30:48,54.65,0.0,305.35,0.0,304.85,0.0,152.425,0.0,1916.2,900.0,13.0267639,77.5633623,942.43,92.0,13.0267207,77.5632998,949.47,69.0
2025-08-06 16:30:48,51.24,0.0,308.76,0.0,309.26,0.0,154.63,0.0,1930.9,900.0,13.0267641,77.5633605,942.46,18.0,13.0267106,77.5632921,947.03,46.0
2025-08-06 16:30:48,51.24,0.0,308.76,0.0,308.26,0.0,154.13,0.0,1927.5,900.0,13.0267641,77.5633605,942.46,69.0,13.0267106,77.5632921,947.03,96.0
