Time,WorldAz,WorldEl,PhysAz_tgt,PhysEl_tgt,PhysAz_cmd,PhysEl_cmd,ServoAz_deg,ServoEl_deg,PulseAz_us,PulseEl_us,DroneLat,DroneLon,DroneAlt,AgeD_ms,BaseLat,BaseLon,BaseAlt,AgeB_ms
2025-08-06 16:34:31,176.31,0.0,183.69,0.0,183.69,0.0,91.845,0.0,1512.3,900.0,13.0267398,77.5633977,931.66,39.0,13.0267851,77.5633947,943.98,51.0
2025-08-06 16:34:31,176.17,0.0,183.83,0.0,183.83,0.0,91.915,0.0,1512.8,900.0,13.0267398,77.5633977,931.66,89.0,13.0267849,77.5633946,943.93,23.0
2025-08-06 16:34:31,175.17,0.0,184.83,0.0,184.83,0.0,92.415,0.0,1516.1,900.0,13.0267399,77.5633985,931.55,20.0,13.0267849,77.5633946,943.93,73.0
2025-08-06 16:34:31,175.17,0.0,184.83,0.0,184.83,0.0,92.415,0.0,1516.1,900.0,13.0267399,77.5633985,931.55,70.0,13.0267849,77.5633946,943.93,123.0
2025-08-06 16:34:31,175.17,0.0,184.83,0.0,184.83,0.0,92.415,0.0,1516.1,900.0,13.0267399,77.5633985,931.55,120.0,13.0267849,77.5633946,943.93,29.0
2025-08-06 16:34:31,174.69,0.0,185.31,0.0,185.31,0.0,92.655,0.0,1517.7,900.0,13.0267398,77.5633989,931.5,47.0,13.0267849,77.5633946,943.93,79.0
2025-08-06 16:34:31,174.68,0.0,185.32,0.0,185.32,0.0,92.66,0.0,1517.7,900.0,13.0267398,77.5633989,931.5,97.0,13.0267848,77.5633946,943.91,19.0
2025-08-06 16:34:31,175.58,0.0,184.42,0.0,183.92,0.0,91.96,0.0,1513.1,900.0,13.0267394,77.5633982,931.73,23.0,13.0267848,77.5633946,943.91,69.0
2025-08-06 16:34:31,175.58,0.0,184.42,0.0,184.92,0.0,92.46,0.0,1516.4,900.0,13.0267394,77.5633982,931.73,73.0,13.0267848,77.5633946,943.91,22.0
2025-08-06 16:34:31,175.58,0.0,184.42,0.0,183.92,0.0,91.96,0.0,1513.1,900.0,13.0267394,77.5633982,931.73,124.0,13.0267848,77.5633946,943.91,72.0
2025-08-06 16:34:31,176.04,0.0,183.96,0.0,184.46,0.0,92.23,0.0,1514.9,900.0,13.0267396,77.5633978,931.89,45.0,13.0267846,77.5633946,943.89,7.0
2025-08-06 16:34:31,176.04,0.0,183.96,0.0,183.46,0.0,91.73,0.0,1511.5,900.0,13.0267396,77.5633978,931.89,95.0,13.0267846,77.5633946,943.89,57.0
2025-08-06 16:34:31,175.14,0.0,184.86,0.0,185.36,0.0,92.68,0.0,1517.9,900.0,13.0267399,77.5633985,931.77,23.0,13.0267846,77.5633946,943.89,107.0
2025-08-06 16:34:31,175.14,0.0,184.86,0.0,184.36,0.0,92.18,0.0,1514.5,900.0,13.0267399,77.5633985,931.77,73.0,13.0267846,77.5633946,943.89,40.0
2025-08-06 16:34:31,175.14,0.0,184.86,0.0,185.36,0.0,92.68,0.0,1517.9,900.0,13.0267399,77.5633985,931.77,123.0,13.0267846,77.5633946,943.89,90.0
2025-08-06 16:34:31,174.96,0.0,185.04,0.0,184.54,0.0,92.27,0.0,1515.1,900.0,13.0267403,77.5633985,931.67,49.0,13.0267845,77.5633945,943.87,12.0
2025-08-06 16:34:31,174.96,0.0,185.04,0.0,185.54,0.0,92.77,0.0,1518.5,900.0,13.0267403,77.5633985,931.67,99.0,13.0267845,77.5633945,943.87,62.0
2025-08-06 16:34:31,174.05,0.0,185.95,0.0,185.95,0.0,92.975,0.0,1519.8,900.0,13.0267405,77.5633991,931.54,21.0,13.0267844,77.5633944,943.84,12.0
2025-08-06 16:34:31,174.05,0.0,185.95,0.0,185.95,0.0,92.975,0.0,1519.8,900.0,13.0267405,77.5633991,931.54,71.0,13.0267844,77.5633944,943.84,62.0
2025-08-06 16:34:31,174.05,0.0,185.95,0.0,185.95,0.0,92.975,0.0,1519.8,900.0,13.0267405,77.5633991,931.54,121.0,13.0267844,77.5633944,943.84,112.0
2025-08-06 16:34:32,173.07,0.0,186.93,0.0,186.93,0.0,93.465,0.0,1523.1,900.0,13.0267403,77.5633999,931.28,47.0,13.0267844,77.5633944,943.84,23.0
2025-08-06 16:34:32,174.6,0.0,185.4,0.0,184.9,0.0,92.45,0.0,1516.3,900.0,13.0267403,77.5633999,931.28,97.0,13.0267867,77.5633954,947.52,26.0
2025-08-06 16:34:32,173.6,0.0,186.4,0.0,186.9,0.0,93.45,0.0,1523.0,900.0,13.0267406,77.5634007,931.02,17.0,13.0267866,77.5633954,947.52,49.0
2025-08-06 16:34:32,173.6,0.0,186.4,0.0,185.9,0.0,92.95,0.0,1519.7,900.0,13.0267406,77.5634007,931.02,67.0,13.0267866,77.5633954,947.52,99.0
2025-08-06 16:34:32,173.67,0.0,186.33,0.0,186.83,0.0,93.415,0.0,1522.8,900.0,13.0267409,77.5634006,930.85,0.0,13.0267866,77.5633954,947.53,17.0
2025-08-06 16:34:32,173.67,0.0,186.33,0.0,185.83,0.0,92.915,0.0,1519.4,900.0,13.0267409,77.5634006,930.85,50.0,13.0267866,77.5633954,947.53,67.0
2025-08-06 16:34:32,173.67,0.0,186.33,0.0,186.83,0.0,93.415,0.0,1522.8,900.0,13.0267409,77.5634006,930.85,100.0,13.0267866,77.5633954,947.53,117.0
2025-08-06 16:34:32,171.93,0.0,188.07,0.0,188.07,0.0,94.035,0.0,1526.9,900.0,13.026741,77.5634005,930.87,24.0,13.0267843,77.5633942,943.82,16.0
2025-08-06 16:34:32,171.93,0.0,188.07,0.0,188.07,0.0,94.035,0.0,1526.9,900.0,13.026741,77.5634005,930.87,74.0,13.0267843,77.5633942,943.82,19.0
2025-08-06 16:34:32,171.93,0.0,188.07,0.0,188.07,0.0,94.035,0.0,1526.9,900.0,13.026741,77.5634005,930.87,124.0,13.0267843,77.5633942,943.82,69.0
2025-08-06 16:34:32,172.08,0.0,187.92,0.0,187.42,0.0,93.71,0.0,1524.7,900.0,13.0267409,77.5634004,930.92,38.0,13.0267843,77.5633942,943.82,119.0
2025-08-06 16:34:32,171.79,0.0,188.21,0.0,188.71,0.0,94.355,0.0,1529.0,900.0,13.0267409,77.5634004,930.92,89.0,13.0267841,77.563394,943.81,19.0
2025-08-06 16:34:32,171.34,0.0,188.66,0.0,188.16,0.0,94.08,0.0,1527.2,900.0,13.0267406,77.5634008,930.93,25.0,13.0267841,77.563394,943.81,69.0
2025-08-06 16:34:32,171.34,0.0,188.66,0.0,189.16,0.0,94.58,0.0,1530.5,900.0,13.0267406,77.5634008,930.93,75.0,13.0267841,77.563394,943.81,120.0
2025-08-06 16:34:32,171.2,0.0,188.8,0.0,188.3,0.0,94.15,0.0,1527.7,900.0,13.0267406,77.5634008,930.93,125.0,13.026784,77.5633939,943.8,9.0
2025-08-06 16:34:32,169.9,0.0,190.1,0.0,190.6,0.0,95.3,0.0,1535.3,900.0,13.0267408,77.5634018,930.65,48.0,13.026784,77.5633939,943.8,16.0
2025-08-06 16:34:32,169.9,0.0,190.1,0.0,189.6,0.0,94.8,0.0,1532.0,900.0,13.0267408,77.5634018,930.65,98.0,13.026784,77.5633939,943.8,66.0
2025-08-06 16:34:32,168.43,0.0,191.57,0.0,192.07,0.0,96.035,0.0,1540.2,900.0,13.0267407,77.563403,930.4,24.0,13.026784,77.5633939,943.8,117.0
2025-08-06 16:34:32,168.25,0.0,191.75,0.0,191.25,0.0,95.625,0.0,1537.5,900.0,13.0267407,77.563403,930.4,74.0,13.0267838,77.5633938,943.78,7.0
2025-08-06 16:34:32,168.25,0.0,191.75,0.0,192.25,0.0,96.125,0.0,1540.8,900.0,13.0267407,77.563403,930.4,124.0,13.0267838,77.5633938,943.78,57.0
2025-08-06 16:34:33,167.83,0.0,192.17,0.0,191.67,0.0,95.835,0.0,1538.9,900.0,13.0267409,77.5634033,930.31,49.0,13.0267838,77.5633938,943.78,7.0
2025-08-06 16:34:33,167.83,0.0,192.17,0.0,192.67,0.0,96.335,0.0,1542.2,900.0,13.0267409,77.5634033,930.31,99.0,13.0267838,77.5633938,943.78,57.0
2025-08-06 16:34:33,169.97,0.0,190.03,0.0,189.53,0.0,94.765,0.0,1531.8,900.0,13.0267413,77.5634031,930.36,24.0,13.0267859,77.563395,947.58,27.0
2025-08-06 16:34:33,167.81,0.0,192.19,0.0,192.69,0.0,96.345,0.0,1542.3,900.0,13.0267413,77.5634031,930.36,74.0,13.0267837,77.5633937,943.76,39.0
2025-08-06 16:34:33,169.94,0.0,190.06,0.0,189.56,0.0,94.78,0.0,1531.9,900.0,13.0267413,77.5634031,930.36,125.0,13.0267858,77.563395,947.58,10.0
2025-08-06 16:34:33,167.53,0.0,192.47,0.0,192.97,0.0,96.485,0.0,1543.2,900.0,13.0267414,77.5634033,930.33,48.0,13.0267837,77.5633937,943.76,23.0
2025-08-06 16:34:33,167.53,0.0,192.47,0.0,191.97,0.0,95.985,0.0,1539.9,900.0,13.0267414,77.5634033,930.33,98.0,13.0267837,77.5633937,943.76,73.0
2025-08-06 16:34:33,167.41,0.0,192.59,0.0,193.09,0.0,96.545,0.0,1543.6,900.0,13.0267414,77.5634034,930.33,25.0,13.0267837,77.5633937,943.76,123.0
2025-08-06 16:34:33,167.38,0.0,192.62,0.0,192.12,0.0,96.06,0.0,1540.4,900.0,13.0267414,77.5634034,930.33,75.0,13.0267836,77.5633937,943.73,35.0
2025-08-06 16:34:33,167.38,0.0,192.62,0.0,193.12,0.0,96.56,0.0,1543.7,900.0,13.0267414,77.5634034,930.33,125.0,13.0267836,77.5633937,943.73,85.0
