Time,WorldAz,WorldEl,CalAz,CalEl,PhysAz,PhysEl,ServoAz,ServoEl,µsAz,µsEl,DroneLat,DroneLon,DroneAlt,BaseLat,BaseLon,BaseAlt
2025-08-05T17:45:47,153.62,9.32,176.38,-9.32,176.38,0.0,88.19,0.0,1487.9,900.0,13.0267237,77.5633327,948.8,13.0267681,77.5633101,947.9
2025-08-05T17:45:47,153.93,9.51,176.07,-9.51,176.07,0.0,88.035,0.0,1486.9,900.0,13.0267237,77.5633327,948.8,13.0267683,77.5633103,947.9
2025-08-05T17:45:47,154.18,9.51,175.82,-9.51,175.82,0.0,87.91,0.0,1486.1,900.0,13.0267237,77.5633327,948.8,13.0267684,77.5633105,947.9
2025-08-05T17:45:48,174.9,0.0,155.1,-0.0,155.1,0.0,77.55,0.0,1417.0,900.0,13.0267291,77.5633141,946.7,13.0267684,77.5633105,947.9
2025-08-05T17:45:48,176.93,0.0,153.07,-0.0,153.07,0.0,76.535,0.0,1410.2,900.0,13.0267308,77.5633132,946.4,13.026769,77.5633111,947.9
2025-08-05T17:45:48,178.94,0.0,151.06,-0.0,151.06,0.0,75.53,0.0,1403.5,900.0,13.026732,77.5633118,946.2,13.026769,77.5633111,947.9
2025-08-05T17:45:48,179.42,0.0,150.58,-0.0,150.58,0.0,75.29,0.0,1401.9,900.0,13.0267308,77.5633117,946.5,13.0267692,77.5633113,947.9
2025-08-05T17:45:48,177.88,0.0,152.12,-0.0,152.12,0.0,76.06,0.0,1407.1,900.0,13.0267299,77.563313,946.9,13.0267693,77.5633115,947.9
2025-08-05T17:45:49,176.65,0.0,153.35,-0.0,153.35,0.0,76.675,0.0,1411.2,900.0,13.0267296,77.563314,947.0,13.0267695,77.5633116,947.9
2025-08-05T17:45:49,177.46,0.0,152.54,-0.0,152.54,0.0,76.27,0.0,1408.5,900.0,13.0267301,77.5633135,946.8,13.0267696,77.5633117,947.9
2025-08-05T17:45:49,176.9,0.0,153.1,-0.0,153.1,0.0,76.55,0.0,1410.3,900.0,13.0267283,77.5633141,947.1,13.0267697,77.5633118,947.8
2025-08-05T17:45:49,176.69,0.0,153.31,-0.0,153.31,0.0,76.655,0.0,1411.0,900.0,13.0267278,77.5633147,947.1,13.0267699,77.5633122,947.8
2025-08-05T17:45:49,175.6,0.0,154.4,-0.0,154.4,0.0,77.2,0.0,1414.7,900.0,13.0267256,77.5633157,947.3,13.0267699,77.5633122,947.8
2025-08-05T17:45:50,176.56,0.0,153.44,-0.0,153.44,0.0,76.72,0.0,1411.5,900.0,13.0267264,77.5633151,947.4,13.0267701,77.5633124,947.8
2025-08-05T17:45:50,177.02,0.0,152.98,-0.0,152.98,0.0,76.49,0.0,1409.9,900.0,13.0267272,77.5633147,947.5,13.0267703,77.5633124,947.8
