Time,WorldAz,WorldEl,CalAz,CalEl,PhysAz,PhysEl,ServoAz_deg,ServoEl_deg,PulseAz_us,PulseEl_us,DroneLat,DroneLon,DroneAlt,BaseLat,BaseLon,BaseAlt
2025-07-31 17:54:13,345.66,69.05,345.66,69.05,180.0,69.05,90.0,34.525,2000.0,1383.6,13.02719,77.5631619,1074.807,13.0267703,77.563272,949.57
2025-07-31 17:54:13,345.59,69.09,345.59,69.09,180.0,69.09,90.0,34.545,2000.0,1383.8,13.02719,77.5631619,1074.807,13.0267713,77.5632723,949.59
2025-07-31 17:54:13,345.38,69.2,345.38,69.2,180.0,69.2,90.0,34.6,2000.0,1384.4,13.02719,77.5631619,1074.807,13.026774,77.5632733,949.54
2025-07-31 17:54:13,345.18,69.26,345.18,69.26,180.0,69.26,90.0,34.63,2000.0,1384.8,13.02719,77.5631619,1074.807,13.0267757,77.5632744,949.54
2025-07-31 17:54:14,345.18,69.26,345.18,69.26,180.0,69.26,90.0,34.63,2000.0,1384.8,13.02719,77.5631619,1074.807,13.0267757,77.5632744,949.54
2025-07-31 17:54:14,344.83,69.37,344.83,69.37,180.0,69.37,90.0,34.685,2000.0,1385.4,13.02719,77.5631619,1074.807,13.0267787,77.5632764,949.54
2025-07-31 17:54:14,344.62,69.39,344.62,69.39,180.0,69.39,90.0,34.695,2000.0,1385.5,13.02719,77.5631619,1074.807,13.0267795,77.5632778,949.54
2025-07-31 17:54:14,344.4,69.38,344.4,69.38,180.0,69.38,90.0,34.69,2000.0,1385.4,13.02719,77.5631619,1074.807,13.0267799,77.5632794,949.54
2025-07-31 17:54:14,344.4,69.38,344.4,69.38,180.0,69.38,90.0,34.69,2000.0,1385.4,13.02719,77.5631619,1074.807,13.0267799,77.5632794,949.54
2025-07-31 17:54:15,343.96,69.34,343.96,69.34,180.0,69.34,90.0,34.67,2000.0,1385.2,13.02719,77.5631619,1074.807,13.0267796,77.563283,949.46
2025-07-31 17:54:15,343.71,69.3,343.71,69.3,180.0,69.3,90.0,34.65,2000.0,1385.0,13.02719,77.5631619,1074.807,13.0267793,77.5632851,949.48
2025-07-31 17:54:15,343.46,69.26,343.46,69.26,180.0,69.26,90.0,34.63,2000.0,1384.8,13.02719,77.5631619,1074.807,13.0267789,77.5632872,949.43
2025-07-31 17:54:15,343.22,69.22,343.22,69.22,180.0,69.22,90.0,34.61,2000.0,1384.6,13.02719,77.5631619,1074.807,13.0267783,77.5632893,949.37
2025-07-31 17:54:15,343.03,69.16,343.03,69.16,180.0,69.16,90.0,34.58,2000.0,1384.2,13.02719,77.5631619,1074.807,13.0267774,77.5632911,949.39
2025-07-31 17:54:16,342.89,69.09,342.89,69.09,180.0,69.09,90.0,34.545,2000.0,1383.8,13.02719,77.5631619,1074.807,13.0267761,77.5632927,949.36
2025-07-31 17:54:16,342.79,69.0,342.79,69.0,180.0,69.0,90.0,34.5,2000.0,1383.3,13.02719,77.5631619,1074.807,13.0267743,77.5632941,949.33
2025-07-31 17:54:16,341.83,67.88,341.83,67.88,180.0,67.88,90.0,33.94,2000.0,1377.1,13.02719,77.5631619,1074.807,13.026773,77.5633024,955.27
2025-07-31 17:54:16,342.73,68.8,342.73,68.8,180.0,68.8,90.0,34.4,2000.0,1382.2,13.02719,77.5631619,1074.807,13.0267702,77.5632959,949.35
2025-07-31 17:54:16,342.75,68.7,342.75,68.7,180.0,68.7,90.0,34.35,2000.0,1381.7,13.02719,77.5631619,1074.807,13.0267679,77.5632964,949.34
2025-07-31 17:54:17,342.83,68.6,342.83,68.6,180.0,68.6,90.0,34.3,2000.0,1381.1,13.02719,77.5631619,1074.807,13.0267656,77.5632965,949.36
2025-07-31 17:54:17,342.87,68.51,342.87,68.51,180.0,68.51,90.0,34.255,2000.0,1380.6,13.02719,77.5631619,1074.807,13.0267636,77.5632968,949.35
2025-07-31 17:54:17,342.95,68.42,342.95,68.42,180.0,68.42,90.0,34.21,2000.0,1380.1,13.02719,77.5631619,1074.807,13.0267615,77.5632968,949.35
2025-07-31 17:54:17,343.07,68.33,343.07,68.33,180.0,68.33,90.0,34.165,2000.0,1379.6,13.02719,77.5631619,1074.807,13.0267593,77.5632965,949.37
2025-07-31 17:54:17,343.21,68.26,343.21,68.26,180.0,68.26,90.0,34.13,2000.0,1379.2,13.02719,77.5631619,1074.807,13.0267573,77.5632959,949.32
2025-07-31 17:54:18,343.39,68.19,343.39,68.19,180.0,68.19,90.0,34.095,2000.0,1378.8,13.02719,77.5631619,1074.807,13.0267553,77.563295,949.35
2025-07-31 17:54:18,343.56,68.12,343.56,68.12,180.0,68.12,90.0,34.06,2000.0,1378.4,13.02719,77.5631619,1074.807,13.0267534,77.5632941,949.37
2025-07-31 17:54:18,343.73,68.06,343.73,68.06,180.0,68.06,90.0,34.03,2000.0,1378.1,13.02719,77.5631619,1074.807,13.0267518,77.5632932,949.35
2025-07-31 17:54:18,343.85,68.0,343.85,68.0,180.0,68.0,90.0,34.0,2000.0,1377.8,13.02719,77.5631619,1074.807,13.0267502,77.5632926,949.38
2025-07-31 17:54:18,343.97,67.93,343.97,67.93,180.0,67.93,90.0,33.965,2000.0,1377.4,13.02719,77.5631619,1074.807,13.0267485,77.5632921,949.41
2025-07-31 17:54:19,344.1,67.88,344.1,67.88,180.0,67.88,90.0,33.94,2000.0,1377.1,13.02719,77.5631619,1074.807,13.026747,77.5632914,949.4
2025-07-31 17:54:19,344.22,67.81,344.22,67.81,180.0,67.81,90.0,33.905,2000.0,1376.7,13.02719,77.5631619,1074.807,13.0267453,77.5632909,949.4
2025-07-31 17:54:19,344.33,67.75,344.33,67.75,180.0,67.75,90.0,33.875,2000.0,1376.4,13.02719,77.5631619,1074.807,13.0267437,77.5632904,949.39
2025-07-31 17:54:19,344.46,67.69,344.46,67.69,180.0,67.69,90.0,33.845,2000.0,1376.1,13.02719,77.5631619,1074.807,13.0267419,77.5632898,949.34
2025-07-31 17:54:19,344.58,67.62,344.58,67.62,180.0,67.62,90.0,33.81,2000.0,1375.7,13.02719,77.5631619,1074.807,13.0267401,77.5632893,949.34
2025-07-31 17:54:20,344.69,67.56,344.69,67.56,180.0,67.56,90.0,33.78,2000.0,1375.3,13.02719,77.5631619,1074.807,13.0267385,77.5632888,949.37
2025-07-31 17:54:20,344.76,67.51,344.76,67.51,180.0,67.51,90.0,33.755,2000.0,1375.1,13.02719,77.5631619,1074.807,13.0267373,77.5632885,949.35
2025-07-31 17:54:20,344.76,67.45,344.76,67.45,180.0,67.45,90.0,33.725,2000.0,1374.7,13.02719,77.5631619,1074.807,13.026736,77.5632889,949.36
2025-07-31 17:54:20,344.69,67.39,344.69,67.39,180.0,67.39,90.0,33.695,2000.0,1374.4,13.02719,77.5631619,1074.807,13.0267348,77.5632898,949.36
2025-07-31 17:54:20,344.6,67.34,344.6,67.34,180.0,67.34,90.0,33.67,2000.0,1374.1,13.02719,77.5631619,1074.807,13.0267336,77.5632909,949.33
2025-07-31 17:54:21,344.51,67.27,344.51,67.27,180.0,67.27,90.0,33.635,2000.0,1373.7,13.02719,77.5631619,1074.807,13.0267323,77.5632921,949.32
2025-07-31 17:54:21,344.47,67.21,344.47,67.21,180.0,67.21,90.0,33.605,2000.0,1373.4,13.02719,77.5631619,1074.807,13.0267311,77.5632928,949.32
2025-07-31 17:54:21,344.46,67.16,344.46,67.16,180.0,67.16,90.0,33.58,2000.0,1373.1,13.02719,77.5631619,1074.807,13.0267299,77.5632932,949.3
2025-07-31 17:54:21,344.5,67.1,344.5,67.1,180.0,67.1,90.0,33.55,2000.0,1372.8,13.02719,77.5631619,1074.807,13.0267284,77.5632933,949.29
2025-07-31 17:54:21,344.52,67.06,344.52,67.06,180.0,67.06,90.0,33.53,2000.0,1372.6,13.02719,77.5631619,1074.807,13.0267273,77.5632934,949.27
2025-07-31 17:54:22,344.54,67.02,344.54,67.02,180.0,67.02,90.0,33.51,2000.0,1372.3,13.02719,77.5631619,1074.807,13.0267264,77.5632935,949.28
2025-07-31 17:54:22,344.59,66.97,344.59,66.97,180.0,66.97,90.0,33.485,2000.0,1372.1,13.02719,77.5631619,1074.807,13.0267252,77.5632934,949.27
2025-07-31 17:54:22,344.65,66.92,344.65,66.92,180.0,66.92,90.0,33.46,2000.0,1371.8,13.02719,77.5631619,1074.807,13.0267239,77.5632932,949.29
2025-07-31 17:54:22,344.74,66.88,344.74,66.88,180.0,66.88,90.0,33.44,2000.0,1371.6,13.02719,77.5631619,1074.807,13.0267229,77.5632927,949.3
2025-07-31 17:54:23,344.88,66.86,344.88,66.86,180.0,66.86,90.0,33.43,2000.0,1371.4,13.02719,77.5631619,1074.807,13.0267219,77.5632917,949.25
2025-07-31 17:54:23,345.32,65.62,345.32,65.62,180.0,65.62,90.0,32.81,2000.0,1364.6,13.02719,77.5631619,1074.807,13.0267173,77.563289,955.48
2025-07-31 17:54:23,345.12,66.77,345.12,66.77,180.0,66.77,90.0,33.385,2000.0,1370.9,13.02719,77.5631619,1074.807,13.0267195,77.5632902,949.25
2025-07-31 17:54:23,345.22,66.73,345.22,66.73,180.0,66.73,90.0,33.365,2000.0,1370.7,13.02719,77.5631619,1074.807,13.0267182,77.5632897,949.23
2025-07-31 17:54:23,345.34,66.67,345.34,66.67,180.0,66.67,90.0,33.335,2000.0,1370.4,13.02719,77.5631619,1074.807,13.0267166,77.563289,949.21
