Time,WorldAz,WorldEl,CalAz,CalEl,PhysAz,PhysEl,ServoAz,ServoEl,µsAz,µsEl,DroneLat,DroneLon,DroneAlt,BaseLat,BaseLon,BaseAlt
2025-08-05T17:17:36,67.17,39.03,67.17,-39.03,67.17,0.0,33.585,0.0,1123.9,900.0,13.0267277,77.5633254,956.0,13.0267049,77.5632698,950.7
2025-08-05T17:17:36,67.08,39.1,67.08,-39.1,67.08,0.0,33.54,0.0,1123.6,900.0,13.0267277,77.5633254,956.0,13.026705,77.5632703,950.7
2025-08-05T17:17:36,67.16,39.43,67.16,-39.43,67.16,0.0,33.58,0.0,1123.9,900.0,13.0267277,77.5633254,956.0,13.0267053,77.5632708,950.7
2025-08-05T17:17:37,67.44,39.84,67.44,-39.84,67.44,0.0,33.72,0.0,1124.8,900.0,13.0267278,77.5633264,956.1,13.0267053,77.5632708,950.7
2025-08-05T17:17:37,66.61,40.49,66.61,-40.49,66.61,0.0,33.305,0.0,1122.0,900.0,13.0267285,77.5633263,956.2,13.0267057,77.5632722,950.7
2025-08-05T17:17:37,66.39,43.07,66.39,-43.07,66.39,0.0,33.195,0.0,1121.3,900.0,13.0267286,77.5633259,956.6,13.0267059,77.5632726,950.7
2025-08-05T17:17:37,66.08,43.61,66.08,-43.61,66.08,0.0,33.04,0.0,1120.3,900.0,13.0267283,77.5633245,956.6,13.026706,77.5632729,950.7
2025-08-05T17:17:37,64.91,42.86,64.91,-42.86,64.91,0.0,32.455,0.0,1116.4,900.0,13.0267289,77.5633232,956.4,13.026706,77.563273,950.8
2025-08-05T17:17:38,64.53,42.69,64.53,-42.69,64.53,0.0,32.265,0.0,1115.1,900.0,13.0267292,77.563323,956.4,13.026706,77.563273,950.8
2025-08-05T17:17:38,64.96,43.7,64.96,-43.7,64.96,0.0,32.48,0.0,1116.5,900.0,13.0267289,77.5633239,956.6,13.0267061,77.5632738,950.9
2025-08-05T17:17:38,65.52,45.33,65.52,-45.33,65.52,0.0,32.76,0.0,1118.4,900.0,13.0267285,77.5633241,956.8,13.0267065,77.5632745,950.9
2025-08-05T17:17:38,64.9,45.69,64.9,-45.69,64.9,0.0,32.45,0.0,1116.3,900.0,13.0267289,77.5633241,956.7,13.0267069,77.5632759,950.8
