Time,WorldAz,WorldEl,CalAz,CalEl,PhysAz,PhysEl,ServoAz,ServoEl,µsAz,µsEl,DroneLat,DroneLon,DroneAlt,BaseLat,BaseLon,BaseAlt
2025-08-06T16:12:44,225.67,0.0,134.33,0.0,134.33,0.0,67.165,0.0,1347.8,900.0,13.0266056,77.5631674,918.2,13.0267453,77.5633142,952.6
2025-08-06T16:12:44,225.05,0.0,134.95,0.0,134.95,0.0,67.475,0.0,1349.8,900.0,13.026607,77.5631717,919.9,13.0267458,77.5633144,952.6
2025-08-06T16:12:44,225.38,0.0,134.62,0.0,134.62,0.0,67.31,0.0,1348.7,900.0,13.0266041,77.5631671,920.6,13.0267461,77.5633148,952.7
2025-08-06T16:12:44,227.13,0.0,132.87,0.0,132.87,0.0,66.435,0.0,1342.9,900.0,13.0265942,77.5631468,919.9,13.0267464,77.5633151,952.8
2025-08-06T16:12:44,226.01,0.0,133.99,0.0,133.99,0.0,66.995,0.0,1346.6,900.0,13.0265947,77.5631538,919.8,13.0267467,77.5633154,952.8
2025-08-06T16:12:45,226.17,0.0,133.83,0.0,133.83,0.0,66.915,0.0,1346.1,900.0,13.0265937,77.5631518,919.2,13.026747,77.5633157,952.9
2025-08-06T16:12:45,225.94,0.0,134.06,0.0,134.06,0.0,67.03,0.0,1346.9,900.0,13.0265928,77.5631523,918.5,13.0267475,77.5633164,953.0
2025-08-06T16:12:45,225.64,0.0,134.36,0.0,134.36,0.0,67.18,0.0,1347.9,900.0,13.0265929,77.5631542,918.3,13.026748,77.563317,953.1
2025-08-06T16:12:45,225.52,0.0,134.48,0.0,134.48,0.0,67.24,0.0,1348.3,900.0,13.0265913,77.5631532,918.4,13.0267483,77.5633173,953.1
2025-08-06T16:12:45,224.95,0.0,135.05,0.0,135.05,0.0,67.525,0.0,1350.2,900.0,13.0265911,77.563156,918.3,13.0267488,77.5633176,953.3
2025-08-06T16:12:46,224.67,0.0,135.33,0.0,135.33,0.0,67.665,0.0,1351.1,900.0,13.0265933,77.5631597,918.4,13.0267493,77.563318,953.4
2025-08-06T16:12:46,223.62,0.0,136.38,0.0,136.38,0.0,68.19,0.0,1354.6,900.0,13.0265996,77.5631713,919.1,13.0267499,77.5633183,953.6
2025-08-06T16:12:46,223.2,0.0,136.8,0.0,136.8,0.0,68.4,0.0,1356.0,900.0,13.0266007,77.5631743,918.9,13.0267505,77.5633187,953.7
2025-08-06T16:12:46,224.38,0.0,135.62,0.0,135.62,0.0,67.81,0.0,1352.1,900.0,13.0265952,77.5631624,916.9,13.026751,77.5633189,953.9
2025-08-06T16:12:46,225.02,0.0,134.98,0.0,134.98,0.0,67.49,0.0,1349.9,900.0,13.0265934,77.5631567,915.6,13.0267516,77.5633192,954.1
2025-08-06T16:12:47,224.61,0.0,135.39,0.0,135.39,0.0,67.695,0.0,1351.3,900.0,13.0265915,77.5631569,915.8,13.0267522,77.5633196,954.2
2025-08-06T16:12:47,224.27,0.0,135.73,0.0,135.73,0.0,67.865,0.0,1352.4,900.0,13.0265883,77.5631555,915.2,13.0267527,77.56332,954.3
2025-08-06T16:12:47,225.08,0.0,134.92,0.0,134.92,0.0,67.46,0.0,1349.7,900.0,13.02658,77.5631419,914.2,13.0267534,77.5633204,954.4
2025-08-06T16:12:47,224.69,0.0,135.31,0.0,135.31,0.0,67.655,0.0,1351.0,900.0,13.0265772,77.5631414,914.2,13.026754,77.5633209,954.5
2025-08-06T16:12:47,224.63,0.0,135.37,0.0,135.37,0.0,67.685,0.0,1351.2,900.0,13.0265748,77.5631391,913.9,13.0267541,77.5633208,954.6
2025-08-06T16:12:48,224.4,0.0,135.6,0.0,135.6,0.0,67.8,0.0,1352.0,900.0,13.0265754,77.5631412,913.9,13.026754,77.5633207,954.7
2025-08-06T16:12:48,223.48,0.0,136.52,0.0,136.52,0.0,68.26,0.0,1355.1,900.0,13.0265786,77.5631497,914.6,13.0267546,77.563321,954.8
2025-08-06T16:12:48,222.39,0.0,137.61,0.0,137.61,0.0,68.805,0.0,1358.7,900.0,13.026582,77.5631592,915.6,13.0267551,77.5633214,954.8
2025-08-06T16:12:48,222.29,0.0,137.71,0.0,137.71,0.0,68.855,0.0,1359.0,900.0,13.026581,77.563159,916.1,13.0267556,77.563322,954.9
2025-08-06T16:12:48,222.82,0.0,137.18,0.0,137.18,0.0,68.59,0.0,1357.3,900.0,13.02658,77.5631552,916.6,13.0267559,77.5633225,954.9
2025-08-06T16:12:49,223.24,0.0,136.76,0.0,136.76,0.0,68.38,0.0,1355.9,900.0,13.02658,77.5631528,916.8,13.0267562,77.5633229,955.1
2025-08-06T16:12:49,223.62,0.0,136.38,0.0,136.38,0.0,68.19,0.0,1354.6,900.0,13.0265842,77.5631542,916.8,13.0267574,77.5633236,955.3
2025-08-06T16:12:49,223.55,0.0,136.45,0.0,136.45,0.0,68.225,0.0,1354.8,900.0,13.0265866,77.5631567,917.2,13.0267585,77.5633244,955.6
2025-08-06T16:12:49,223.11,0.0,136.89,0.0,136.89,0.0,68.445,0.0,1356.3,900.0,13.0265904,77.5631626,918.1,13.0267595,77.5633251,955.9
2025-08-06T16:12:49,223.33,0.0,136.67,0.0,136.67,0.0,68.335,0.0,1355.6,900.0,13.0265913,77.563162,918.0,13.0267606,77.5633259,956.2
2025-08-06T16:12:50,223.61,0.0,136.39,0.0,136.39,0.0,68.195,0.0,1354.6,900.0,13.0265955,77.5631641,917.9,13.0267619,77.5633268,956.5
2025-08-06T16:12:50,224.41,0.0,135.59,0.0,135.59,0.0,67.795,0.0,1352.0,900.0,13.0265968,77.5631604,918.3,13.0267631,77.5633276,956.7
2025-08-06T16:12:50,224.25,0.0,135.75,0.0,135.75,0.0,67.875,0.0,1352.5,900.0,13.0265973,77.5631614,918.8,13.0267642,77.5633283,957.0
2025-08-06T16:12:50,223.58,0.0,136.42,0.0,136.42,0.0,68.21,0.0,1354.7,900.0,13.0266019,77.5631696,920.1,13.0267653,77.5633292,957.3
2025-08-06T16:12:50,223.54,0.0,136.46,0.0,136.46,0.0,68.23,0.0,1354.9,900.0,13.0266044,77.5631722,920.8,13.0267663,77.5633301,957.7
2025-08-06T16:12:51,221.94,0.0,138.06,0.0,138.06,0.0,69.03,0.0,1360.2,900.0,13.0266116,77.5631875,922.8,13.0267669,77.5633307,957.8
2025-08-06T16:12:51,221.76,0.0,138.24,0.0,138.24,0.0,69.12,0.0,1360.8,900.0,13.0266161,77.5631962,923.3,13.0267574,77.5633257,948.6
2025-08-06T16:12:51,221.34,0.0,138.66,0.0,138.66,0.0,69.33,0.0,1362.2,900.0,13.0266179,77.5631964,923.4,13.0267686,77.5633325,958.1
2025-08-06T16:12:51,220.21,0.0,139.79,0.0,139.79,0.0,69.895,0.0,1366.0,900.0,13.0266225,77.5632061,924.2,13.0267691,77.5633333,958.2
2025-08-06T16:12:51,219.75,0.0,140.25,0.0,140.25,0.0,70.125,0.0,1367.5,900.0,13.026625,77.5632105,924.4,13.02677,77.5633343,958.5
2025-08-06T16:12:52,218.95,0.0,141.05,0.0,141.05,0.0,70.525,0.0,1370.2,900.0,13.0266278,77.5632164,925.4,13.0267711,77.5633353,958.8
2025-08-06T16:12:52,217.92,0.0,142.08,0.0,142.08,0.0,71.04,0.0,1373.6,900.0,13.026631,77.5632234,926.2,13.0267722,77.5633363,959.1
2025-08-06T16:12:52,217.78,0.0,142.22,0.0,142.22,0.0,71.11,0.0,1374.1,900.0,13.0266323,77.5632253,926.3,13.0267732,77.5633374,959.4
2025-08-06T16:12:52,216.89,0.0,143.11,0.0,143.11,0.0,71.555,0.0,1377.0,900.0,13.0266371,77.5632328,926.2,13.0267743,77.5633385,959.7
2025-08-06T16:12:53,215.66,0.0,144.34,0.0,144.34,0.0,72.17,0.0,1381.1,900.0,13.0266409,77.563239,926.1,13.0267642,77.5633298,948.6
2025-08-06T16:12:53,216.94,0.0,143.06,0.0,143.06,0.0,71.53,0.0,1376.9,900.0,13.0266418,77.5632361,926.2,13.0267759,77.5633396,960.0
2025-08-06T16:12:53,217.56,0.0,142.44,0.0,142.44,0.0,71.22,0.0,1374.8,900.0,13.0266423,77.5632342,926.0,13.0267771,77.5633406,960.3
2025-08-06T16:12:53,217.22,0.0,142.78,0.0,142.78,0.0,71.39,0.0,1375.9,900.0,13.026644,77.5632357,925.7,13.026767,77.5633316,948.6
2025-08-06T16:12:53,216.53,0.0,143.47,0.0,143.47,0.0,71.735,0.0,1378.2,900.0,13.0266476,77.5632421,925.8,13.0267794,77.5633423,961.0
2025-08-06T16:12:54,216.57,0.0,143.43,0.0,143.43,0.0,71.715,0.0,1378.1,900.0,13.0266479,77.5632426,925.9,13.0267804,77.5633435,961.4
2025-08-06T16:12:54,216.36,0.0,143.64,0.0,143.64,0.0,71.82,0.0,1378.8,900.0,13.0266463,77.5632422,925.9,13.0267813,77.5633442,961.7
2025-08-06T16:12:54,212.2,0.0,147.8,0.0,147.8,0.0,73.9,0.0,1392.7,900.0,13.0266522,77.563261,927.2,13.0267831,77.5633456,962.2
2025-08-06T16:12:54,211.21,0.0,148.79,0.0,148.79,0.0,74.395,0.0,1396.0,900.0,13.0266543,77.5632655,927.6,13.0267831,77.5633456,962.2
2025-08-06T16:12:54,212.12,0.0,147.88,0.0,147.88,0.0,73.94,0.0,1392.9,900.0,13.0266596,77.5632663,927.8,13.0267839,77.5633464,962.5
2025-08-06T16:12:55,213.69,0.0,146.31,0.0,146.31,0.0,73.155,0.0,1387.7,900.0,13.0266615,77.5632628,927.9,13.0267841,77.5633467,962.7
2025-08-06T16:12:55,211.31,0.0,148.69,0.0,148.69,0.0,74.345,0.0,1395.6,900.0,13.0266678,77.5632745,929.8,13.0267849,77.5633476,962.8
2025-08-06T16:12:55,205.8,0.0,154.2,0.0,154.2,0.0,77.1,0.0,1414.0,900.0,13.0266783,77.5632947,931.8,13.0267849,77.5633476,962.8
2025-08-06T16:12:55,202.45,0.0,157.55,0.0,157.55,0.0,78.775,0.0,1425.2,900.0,13.0266822,77.5633045,932.3,13.0267857,77.5633484,963.0
2025-08-06T16:12:55,203.48,0.0,156.52,0.0,156.52,0.0,78.26,0.0,1421.7,900.0,13.0266818,77.5633026,932.5,13.0267863,77.5633492,963.2
2025-08-06T16:12:56,204.84,0.0,155.16,0.0,155.16,0.0,77.58,0.0,1417.2,900.0,13.0266811,77.5633001,932.5,13.0267878,77.5633508,963.8
2025-08-06T16:12:56,203.58,0.0,156.42,0.0,156.42,0.0,78.21,0.0,1421.4,900.0,13.0266817,77.5633036,932.5,13.0267886,77.5633515,964.1
2025-08-06T16:12:56,204.38,0.0,155.62,0.0,155.62,0.0,77.81,0.0,1418.7,900.0,13.0266783,77.5633002,931.3,13.0267886,77.5633515,964.1
2025-08-06T16:12:56,205.03,0.0,154.97,0.0,154.97,0.0,77.485,0.0,1416.6,900.0,13.026676,77.5632976,930.7,13.0267891,77.5633518,964.3
2025-08-06T16:12:56,205.8,0.0,154.2,0.0,154.2,0.0,77.1,0.0,1414.0,900.0,13.0266686,77.5632926,929.8,13.0267901,77.5633529,964.7
2025-08-06T16:12:57,204.97,0.0,155.03,0.0,155.03,0.0,77.515,0.0,1416.8,900.0,13.0266661,77.5632941,929.5,13.0267904,77.5633535,965.0
2025-08-06T16:12:57,204.39,0.0,155.61,0.0,155.61,0.0,77.805,0.0,1418.7,900.0,13.0266658,77.5632955,929.3,13.0267904,77.5633535,965.0
2025-08-06T16:12:57,199.53,0.0,160.47,0.0,160.47,0.0,80.235,0.0,1434.9,900.0,13.0266689,77.5633099,929.4,13.0267917,77.5633546,965.6
2025-08-06T16:12:57,199.53,0.0,160.47,0.0,160.47,0.0,80.235,0.0,1434.9,900.0,13.0266687,77.5633101,929.2,13.0267923,77.5633551,965.8
2025-08-06T16:12:57,200.85,0.0,159.15,0.0,159.15,0.0,79.575,0.0,1430.5,900.0,13.0266686,77.563307,928.6,13.0267929,77.5633556,966.1
2025-08-06T16:12:58,197.49,0.0,162.51,0.0,162.51,0.0,81.255,0.0,1441.7,900.0,13.0266698,77.5633097,929.0,13.0267851,77.563347,948.6
2025-08-06T16:12:58,196.56,0.0,163.44,0.0,163.44,0.0,81.72,0.0,1444.8,900.0,13.0266739,77.5633199,929.8,13.0267925,77.5633561,966.4
2025-08-06T16:12:58,195.0,0.0,165.0,0.0,165.0,0.0,82.5,0.0,1450.0,900.0,13.0266762,77.5633246,930.2,13.0267911,77.5633562,966.4
2025-08-06T16:12:58,192.8,0.0,167.2,0.0,167.2,0.0,83.6,0.0,1457.3,900.0,13.0266783,77.5633309,930.9,13.0267898,77.5633569,966.5
2025-08-06T16:12:58,185.43,0.0,174.57,0.0,174.57,0.0,87.285,0.0,1481.9,900.0,13.0266846,77.5633429,932.2,13.0267851,77.5633527,948.7
2025-08-06T16:12:59,185.73,0.0,174.27,0.0,174.27,0.0,87.135,0.0,1480.9,900.0,13.0266865,77.5633491,932.7,13.0267885,77.5633596,967.2
2025-08-06T16:12:59,184.72,0.0,175.28,0.0,175.28,0.0,87.64,0.0,1484.3,900.0,13.0266885,77.5633528,932.8,13.0267877,77.5633612,967.5
2025-08-06T16:12:59,190.46,0.0,169.54,0.0,169.54,0.0,84.77,0.0,1465.1,900.0,13.0266863,77.5633435,932.0,13.0267855,77.5633623,967.4
2025-08-06T16:12:59,191.71,0.0,168.29,0.0,168.29,0.0,84.145,0.0,1461.0,900.0,13.0266855,77.5633421,931.7,13.0267833,77.5633629,967.2
2025-08-06T16:12:59,194.68,0.0,165.32,0.0,165.32,0.0,82.66,0.0,1451.1,900.0,13.0266814,77.5633366,930.7,13.0267811,77.5633634,967.1
2025-08-06T16:13:00,197.54,0.0,162.46,0.0,162.46,0.0,81.23,0.0,1441.5,900.0,13.0266822,77.5633325,931.1,13.026779,77.5633639,967.1
2025-08-06T16:13:00,195.41,0.0,164.59,0.0,164.59,0.0,82.295,0.0,1448.6,900.0,13.0266867,77.5633391,932.3,13.0267761,77.5633644,967.0
2025-08-06T16:13:00,193.57,0.0,166.43,0.0,166.43,0.0,83.215,0.0,1454.8,900.0,13.0266885,77.5633427,932.8,13.0267761,77.5633644,967.0
2025-08-06T16:13:00,192.01,0.0,167.99,0.0,167.99,0.0,83.995,0.0,1460.0,900.0,13.0266912,77.5633489,933.4,13.0267704,77.5633662,966.6
2025-08-06T16:13:00,192.93,0.0,167.07,0.0,167.07,0.0,83.535,0.0,1456.9,900.0,13.0266945,77.5633498,933.5,13.0267679,77.5633671,966.5
2025-08-06T16:13:01,191.89,0.0,168.11,0.0,168.11,0.0,84.055,0.0,1460.4,900.0,13.0266972,77.5633532,933.9,13.0267657,77.563368,966.3
2025-08-06T16:13:01,189.55,0.0,170.45,0.0,170.45,0.0,85.225,0.0,1468.2,900.0,13.0267006,77.5633584,934.6,13.0267637,77.5633693,966.3
2025-08-06T16:13:01,190.65,0.0,169.35,0.0,169.35,0.0,84.675,0.0,1464.5,900.0,13.0267009,77.563359,935.1,13.0267615,77.5633707,966.3
2025-08-06T16:13:01,177.96,0.0,182.04,0.0,182.04,0.0,91.02,0.0,1506.8,900.0,13.0267078,77.5633742,936.7,13.0267597,77.5633723,966.2
2025-08-06T16:13:01,173.81,0.0,186.19,0.0,186.19,0.0,93.095,0.0,1520.6,900.0,13.0267125,77.563379,938.1,13.0267583,77.5633739,966.2
2025-08-06T16:13:02,178.55,0.0,181.45,0.0,181.45,0.0,90.725,0.0,1504.8,900.0,13.0267144,77.5633769,938.2,13.0267568,77.5633758,966.2
2025-08-06T16:13:02,172.49,0.0,187.51,0.0,187.51,0.0,93.755,0.0,1525.0,900.0,13.0267185,77.5633825,938.5,13.0267547,77.5633776,966.1
2025-08-06T16:13:02,153.8,0.0,206.2,0.0,206.2,0.0,103.1,0.0,1587.3,900.0,13.0267238,77.5633939,939.4,13.0267529,77.5633792,966.0
2025-08-06T16:13:02,163.63,0.0,196.37,0.0,196.37,0.0,98.185,0.0,1554.6,900.0,13.0267251,77.5633884,938.9,13.0267513,77.5633805,966.0
2025-08-06T16:13:02,166.9,0.0,193.1,0.0,193.1,0.0,96.55,0.0,1543.7,900.0,13.0267291,77.5633865,939.1,13.0267492,77.5633817,966.1
2025-08-06T16:13:03,153.65,0.0,206.35,0.0,206.35,0.0,103.175,0.0,1587.8,900.0,13.0267313,77.5633908,939.3,13.0267492,77.5633817,966.1
