Time,WorldAz,WorldEl,PhysAz_tgt,PhysEl_tgt,PhysAz_cmd,PhysEl_cmd,ServoAz_deg,ServoEl_deg,PulseAz_us,PulseEl_us,DroneLat,DroneLon,DroneAlt,AgeD_ms,BaseLat,BaseLon,BaseAlt,AgeB_ms
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,37.0,13.0419531,77.6150975,3673.22,25.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,7.0,13.0419531,77.6150975,3673.22,75.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,57.0,13.0419531,77.6150975,3673.22,29.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,7.0,13.0419531,77.6150975,3673.22,79.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,57.0,13.0419531,77.6150975,3673.22,130.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,107.0,13.0419531,77.6150975,3673.22,8.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,37.0,13.0419531,77.6150975,3673.22,58.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,87.0,13.0419531,77.6150975,3673.22,12.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.89,0.0,126.445,0.0,1743.0,900.0,13.0265118,77.5636308,929.55,8.0,13.0419531,77.6150975,3673.22,62.0
2025-08-06 16:28:01,252.44,0.0,252.44,0.0,252.44,0.0,126.22,0.0,1741.5,900.0,13.0265118,77.5636308,929.55,58.0,13.0420344,77.6139706,947.32,32.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,253.39,0.0,126.695,0.0,1744.6,900.0,13.0265118,77.5636308,929.55,108.0,13.0419531,77.6150975,3673.22,45.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.39,0.0,126.195,0.0,1741.3,900.0,13.0265118,77.5636308,929.55,33.0,13.0419531,77.6150975,3673.22,95.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,253.39,0.0,126.695,0.0,1744.6,900.0,13.0265118,77.5636308,929.55,84.0,13.0419531,77.6150975,3673.22,20.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.39,0.0,126.195,0.0,1741.3,900.0,13.0265118,77.5636308,929.55,9.0,13.0419531,77.6150975,3673.22,70.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,253.39,0.0,126.695,0.0,1744.6,900.0,13.0265118,77.5636308,929.55,59.0,13.0419531,77.6150975,3673.22,8.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,252.39,0.0,126.195,0.0,1741.3,900.0,13.0265118,77.5636308,929.55,109.0,13.0419531,77.6150975,3673.22,58.0
2025-08-06 16:28:01,252.89,0.0,252.89,0.0,253.39,0.0,126.695,0.0,1744.6,900.0,13.0265118,77.5636308,929.55,37.0,13.0419531,77.6150975,3673.22,109.0
2025-08-06 16:28:01,252.44,0.0,252.44,0.0,251.94,0.0,125.97,0.0,1739.8,900.0,13.0265118,77.5636308,929.55,88.0,13.0420344,77.6139706,947.32,46.0
2025-08-06 16:28:01,252.44,0.0,252.44,0.0,252.94,0.0,126.47,0.0,1743.1,900.0,13.0265118,77.5636308,929.55,12.0,13.0420344,77.6139706,947.32,97.0
2025-08-06 16:28:02,252.89,0.0,252.89,0.0,252.39,0.0,126.195,0.0,1741.3,900.0,13.0265118,77.5636308,929.55,62.0,13.0419531,77.6150975,3673.22,25.0
2025-08-06 16:28:02,252.89,0.0,252.89,0.0,253.39,0.0,126.695,0.0,1744.6,900.0,13.0265118,77.5636308,929.55,112.0,13.0419531,77.6150975,3673.22,75.0
