timestamp,drone_lat,drone_lon,drone_alt,base_lat,base_lon,base_alt,base_is_dynamic,calculated_azimuth,calculated_elevation,servo_azimuth,servo_elevation,horizontal_distance,slant_range,altitude_difference
2025-06-26T18:28:43.218791,13.026725,77.5633562,942.26,13.0265459,77.563251,951.6,True,,,90.0,45.0,,,
2025-06-26T18:28:44.219282,13.026725,77.5633562,942.26,13.0265459,77.563251,951.6,True,,,90.0,45.0,,,
2025-06-26T18:28:45.219800,13.026725,77.5633562,942.26,13.0265459,77.563251,951.6,True,,,90.0,45.0,,,
2025-06-26T18:28:46.220364,13.026725,77.5633562,942.26,13.0265459,77.563251,951.6,True,,,90.0,45.0,,,
2025-06-26T18:28:47.220828,13.026725,77.5633562,942.26,13.0265459,77.563251,951.6,True,,,90.0,45.0,,,
2025-06-26T18:28:48.221324,13.026725,77.5633562,942.26,13.0265459,77.563251,951.6,True,,,90.0,45.0,,,
2025-06-26T18:28:49.221985,13.026725,77.5633562,942.26,13.0265459,77.563251,951.6,True,,,90.0,45.0,,,
2025-06-26T18:28:50.222618,13.026725,77.5633562,942.26,13.0265474,77.5632525,951.34,True,,,90.0,45.0,,,
2025-06-26T18:28:51.223455,13.026725,77.5633562,942.26,13.0265474,77.5632525,951.34,True,,,90.0,45.0,,,
2025-06-26T18:28:52.224019,13.026725,77.5633562,942.26,13.0265474,77.5632525,951.34,True,,,90.0,45.0,,,
2025-06-26T18:28:53.224529,13.026725,77.5633562,942.26,13.0265474,77.5632525,951.34,True,,,90.0,45.0,,,
2025-06-26T18:28:54.225105,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:28:55.225612,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:28:56.226112,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:28:57.226647,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:28:58.227179,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:28:59.227724,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:29:00.228168,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:29:01.228645,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:29:02.229139,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:29:03.229643,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:29:04.230173,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:29:05.230661,13.026725,77.5633562,942.26,13.0265482,77.5632557,951.45,True,,,90.0,45.0,,,
2025-06-26T18:29:06.231144,13.026725,77.5633562,942.26,13.0265433,77.5632554,950.71,True,,,90.0,45.0,,,
2025-06-26T18:29:07.231642,13.026725,77.5633562,942.26,13.0265425,77.5632558,950.76,True,,,90.0,45.0,,,
2025-06-26T18:29:08.232155,13.026725,77.5633562,942.26,13.0265425,77.5632558,950.76,True,,,90.0,45.0,,,
2025-06-26T18:29:09.232677,13.026725,77.5633562,942.26,13.0265425,77.5632558,950.76,True,,,90.0,45.0,,,
2025-06-26T18:29:10.233184,13.026725,77.5633562,942.26,13.0265419,77.5632561,950.88,True,,,90.0,45.0,,,
2025-06-26T18:29:11.233690,13.026725,77.5633562,942.26,13.0265419,77.5632561,950.88,True,,,90.0,45.0,,,
2025-06-26T18:29:12.234195,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:13.234725,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:14.235275,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:15.235777,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:16.237064,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:17.238522,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:18.238996,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:19.239476,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
2025-06-26T18:29:20.241040,13.026725,77.5633562,942.26,13.0265416,77.5632561,950.87,True,,,90.0,45.0,,,
